id	source_japanese	target_english	target_chinese	target_vietnamese
handbook-190	この判決に不服がある場合には、控訴〈上告>の申立てをすることができます。	If you are dissatisfied with this judgment, you have the right to file an appeal to the court of second instance (Koso appeal) <file a final appeal (Jokoku) appeal).	你如果对本次判决不服的话，可以提出控诉〈上告〉。	Nếu cảm thấy không hài lòng với phán quyết này thì bị cáo có quyền kháng án. 
handbook-191	その場合には、明日から14日以内に○○高等裁判所<最高裁判所>あての控訴<上告>申立書をこの裁判所に差し出してください。	If you choose to appeal, you are advised to write a petition for appeal <final appeal> addressed to the High Court <the Supreme Court) and submit it to this court within a period of 14 days beginning tomorrow. 	要控诉的话，从明天起在14天内向本法院提交写给○○高级法院〈最高法院〉的控诉〈上告〉申请书。	Nếu quyết định kháng án, thì bị cáo cần làm đơn và nộp đơn kháng án gửi lên tòa thượng thẩm (tòa án cấp cao) trong vòng 14 ngày kể từ ngày mai. 
handbook-192	被告人を懲役<禁錮>1年に処する。	The defendant is hereby sentenced to one year imprisonment with work (or without work). 	判处被告人有期徒刑〈禁锢〉1年。	Tòa tuyên án bị cáo 1 năm tù giam phải lao động (hoặc không phải lao động). 
handbook-193	被告人を罰金20万円に処する。	The defendant is hereby sentenced to a fine of 200,000 yen. 	判处被告人罚金20万日元。	Tòa tuyên phạt bị cáo 200.000 Yen. 
handbook-194	被告人を拘留10日に処する。	The defendant is hereby sentenced to 10 days. misdemeanor imprisonment without work. 	判处被告人拘役10天。	Tòa tuyên phạt bị cáo 10 ngày tù giam. 
handbook-195	被告人を懲役1年以上2年以下に処する。	The defendant is hereby sentenced to imprisonment with work for not less than one year but not more than two years. 	判处被告人有期徒刑1年以上2年以下。	Tòa tuyên phạt bị cáo bị tù giam phải lao động với thời gian tối thiểu là trên 1 năm và tối đa là dưới 2 năm. 
handbook-196	被告人を懲役1年及び罰金20万円に処する。 	The defendant is hereby sentenced to both one year imprisonment with work and a fine of 200,000 yen. 	判处被告人有期徒刑1年及罚金20万日元。	Tòa tuyên phạt bị cáo 1 năm tù giam phải lao động và nộp phạt 200.000 yen. 
handbook-197	被告人を判示第1の罪について懲役1年に、判示第2の罪について懲役2年に処する。	The defendant is hereby sentenced to one year imprisonment with work for the first offense and two years imprisonment with work for the second offense. 	将被告人就判决所示第1条罪名判处有期徒刑1年，就判决所示第2条罪名判处有期徒刑2年。	Đối với tội trạng thứ nhất, tòa tuyên án bị cáo 1 năm tù giam phải lao động, đối với tội trạng thứ hai là 2 năm tù giam phải lao động. 
handbook-198	未決勾留日数中30日をその刑に算入する。	Of the total number of days spent in pre-sentencing detention, 30 days shall be deducted from the said. period of imprisonment. 	将未决羁押天数中的30天折抵上述刑罚。	Sẽ trừ 30 ngày (trong tổng số ngày bị tạm giam trong thời gian xét xử) vào số ngày bị tuyên án. 
handbook-199	未決勾留日数中30日を判示第1の罪の刑に算入する。	Of the total number of days spent in pre-sentencing detention, 30 days shall be deducted from the period of imprisonment for the first offense. 	将未决羁押天数中的30天折抵第1条罪名的刑罚。	Sẽ trừ 30 ngày (trong tổng số ngày bị tạm giam trong thời gian xét xử) vào số ngày bị tuyên án đối với tội trạng thứ nhất. 
handbook-200	未決勾留日数中30日を、その1日を金5000円に換算して、その刑に算入する。	Of the total number of days spent in pre-sentencing detention, an equivalent of 30 days, with each day converted into 5,000 yen, shall be deducted from the amount of the fine. 	从未决羁押天数中的30天，将1天按5000日元折算来折抵上述刑罚。	Số tiền tương đương với 30 ngày (trong tổng số ngày bị tạm giam trong thời gian xét xử) mà mỗi ngày là 5.000 yen sẽ được trừ vào số tiền phạt. 
handbook-201	未決勾留日数中、その刑期に満つるまでの分をその刑に算入する。	A part of the total number of the days spent in pre-sentencing detention shall be deducted from said period of imprisonment so as to set off the whole period of imprisonment. 	从未决羁押天数中，将折抵上述全部刑期所需天数来折抵上述刑罚。	Một phần trong số ngày bị tạm giam trong thời gian xét xử được trừ hết vào số ngày bị tuyên án. 
handbook-202	未決勾留日数中、その1日を金5000円に換算してその罰金額に満つるまでの分を、その刑に算入する。	Of the total number of the days spent in pre-sentencing detention, an equivalent of the days, with each day converted into 5,000 yen, shall be deducted from the amount of the fine so as to set off the whole amount of the fine. 	从未决羁押天数中，1天按5000日元折算，将折抵上述全部罚金所需天数来折抵上述刑罚。	Trong tổng số ngày bị tạm giam và trong khi xét xử, số ngày được trừ tính tương đương mỗi ngày 5.000 yen đủ trả hết số tiền phạt. 
handbook-203	その罰金を完納することができないときは、金5000円を1日に換算した期間被告人を労役場に留置する。	If the defendant is unable to pay the full amount of said fine, he/she shall be detained in a workhouse for the equivalent number of days, as each unpaid 5,000 yen is converted into one day. 	上述罚金不能全部缴纳时，以5000日元折算1天的期间，将被告人拘役于劳役场。	Nếu bị cáo không thể trả được toàn bộ số tiền bị phạt thì sẽ bị buộc phải lao động tại một cơ sở sản xuất với số ngày tương ứng mà một ngày được tính là 5.000 Yen. 
handbook-204	その罰金を完納することができないときは、金6000円を1日に換算した期間(端数は1日に換算する。)被告人を労役場に留置する。	If the defendant is unable to pay the full amount of said fine, he/she shall be detained in a workhouse for the equivalent number of days, as each unpaid 6,000 yen is converted into one day, provided that every part or fraction of a day shall be equated to one whole day. 	上述罚金不能全部缴纳时，以6000日元折算1天的期间(尾数折算为1天)，将被告人拘役于劳役场。	Nếu bị cáo không thể trả được toàn bộ số tiền bị phạt thì sẽ bị buộc phải lao động tại một cơ sở sản xuất với số ngày tương ứng mà một ngày được tính là 6.000 Yen (số tiền lẻ được tính là phần của một ngày). 
handbook-205	この裁判が確定した日から3年間その刑の執行を猶予する。	The execution of said sentence shall be suspended for three (3) years from the day on which this sentence becomes final and binding. 	从本次判决发生法律效力之日起，将上述刑罚缓期执行3年。	Bản án này sẽ được thi hành dưới hình thức án treo trong 3 năm kể từ ngày trở thành án chung thẩm. 
handbook-206	被告人をその猶予の期間中保護観察に付する。	The defendant shall be placed under probation during said period of suspension of execution of the sentence. 	在上述缓刑期间，对被告人实施保护观察。	Bị cáo sẽ bị đặt dưới sự giám sát trong thời gian giám sát bảo hộ. 
handbook-207	被告人を補導処分に付する。	The defendant is hereby sentenced to undergo correctional guidance. 	给被告人以辅导处分。	Trong thời gian này bị cáo sẽ phải chịu sự kiểm soát và chỉ đạo của các cơ quan có thẩm quyền. 
handbook-208	押収してある短刀1本(平成○○年押第○○号の1)を没収する。	The short sword under seizure (Seized Article No. XX-1 of XXXX) shall be confiscated. 	没收已扣押的短刀1把(○○年押第○○号之1)。	Tịch thu một con dao ngắn mà tòa đang giữ (vật thu giữ số OO -1, năm .....) 
handbook-209	押収してある約束手形1通(平成○○年押第○○号の1)の偽造部分を没収する。	The forged part of the promissory note under seizure (Seized Article No. XX-1 of XXXX) shall be confiscated. 	没收已扣押的期票1张(○○年押第○○号之1)的伪造部分。	Tịch thu 1 chi phiếu giao ước (vật thu giữ số OO -1, năm.......) trong phần chi phiếu giao ước giả mạo mà tòa đang giữ. 
handbook-210	○○地方検察庁で保管中の約束手形1通(平成○○年○地領第○○号の1)を没収する。	The promissory note in the custody of the District Public Prosecutors Office ( _______ District Public Prosecutors Office, Retained Article No. XX-1 of XXXX) shall be confiscated. 	没收由○○地方检察院保管中的期票1张(○○年○地领第OO号之1)。	Tịch thu 1 chi phiếu giao ước (vật thu giữ số OO - 1, năm...) mà viện kiểm sát địa phương đang giữ. 
handbook-211	○○地方検察庁で保管中の現金800万円(平成○○年○地領第○○号の1、当該現金は犯罪被害財産)を没収する。	The cash amounting to eight million yen in the custody of the ______ District Public Prosecutors Office ( ______ District Public Prosecutors Office, Retained Article No. XX-1 of XXXX; regarded as assets generated from crime) shall be confiscated. 	没收由○○地方检察院保管中的现金800万日元(○○年○地领第○○号之1，该现金为犯罪受害财产)。	Tịch thu số hiện kim 8.000.000 yen do viện kiểm sát địa phương đang giữ (biên lai số OO -1, năm ... số hiện kim đó là “tài sản bị cáo chiếm đoạt sau khi phạm tội”). 
handbook-212	被告人から金10万円を追徴する。	In lieu of confiscation, the defendant shall pay 100,000 yen as an equivalent value of the article subject to confiscation. 	向被告人追征10万日元。	Bị cáo bị truy thu số tiền là 100.000 yen. 
handbook-213	被告人から金300万円(当該金300万円は犯罪被害財産の価額)を追徴する。	In lieu of confiscation, the defendant shall pay three million yen as an equivalent value of the assets generated from crime subject to confiscation. 	向被告人追征300万日元(该笔300万日元为犯罪受害财产的价额)。	Bị cáo bị truy thu số tiền là 3.000.000 yen (3.000.000 yen là số tiền của “tài sản bị cáo chiếm đoạt sau khi phạm tội”). 
handbook-214	押収してある本1冊(平成○○年押第◯◯号の1)を被害者Aに還付する。	The book under seizure (Seized Article No. XX-1 of XXXX) shall be returned to Victim A. 	将扣押的书1本(○○年押第○○号之1)归还受害人A。	Trả lại cho nạn nhân A một quyển sách đang bị thu giữ (vật thu giữ số OO -1, năm...). 
handbook-215	押収してある本1冊(平成○○年押第○○号の1)を被害者(氏名不詳)に還付する。	The book under seizure (Seized Article No. XX-1 of XXXX) shall be returned to the victim, whose name is currently unknown. 	将扣押的书1本(○○年押第○○号之1)归还受害人(姓名不详)。	Trả lại cho nạn nhân (không biết tên) một quyển sách đang bị thu giữ (vật thu giữ số OO - 1, năm.......). 
handbook-216	押収してある本1冊(平成○○年押第◯◯号の1)を被害者Aの相続人に還付する。	The book under seizure (Seized Article No. XX-1 of XXXX) shall be returned to the heirs of Victim A. 	将扣押的书本(○○年押第○○号之1)归还受害人A的继承人。	Trả lại cho người thừa kế nạn nhân A một quyển sách bị thu giữ (vật thu giữ số OO - 1, năm...). 
handbook-217	被告人に対し、仮にその罰金に相当する金額を納付すべきことを命ずる。	The defendant is hereby ordered to provisionally pay the amount equivalent to said fine. 	兹命令被告人暂先缴纳相当于上述罚金的金额。	Tòa ra lệnh cho bị cáo phải tạm nộp số tiền tương đương với số tiền bị phạt. 
handbook-218	訴訟費用は被告人の負担とする。	Court costs shall be paid by the defendant. 	诉讼费用由被告人负担。	Bị cáo phải trả mọi án phí cho việc xử án. 
handbook-219	訴訟費用は被告人両名の連帯負担とする。	The defendants shall be jointly and severally liable for the court costs. 	诉讼费用由被告人两名共同负担。	Hai bị cáo phải cùng trả mọi chi phí cho việc xử án. 
handbook-220	訴訟費用は、その2分の1ずつを各被告人の負担とする。	The court costs shall be paid by the defendants in equal shares. 	诉讼费用由被告人两名各自负担一半。	Mỗi bị cáo phải trả một nửa chi phí cho việc xử án. 
handbook-221	訴訟費用のうち、証人Aに支給した分は被告人の負担とする。	The amount paid to Witness A as part of the total court costs shall be borne by the defendant. 	诉讼费用中已支付给证人A的部分由被告人负担。	Trong các chi phí cho việc xử án, bị cáo phải trả phần án phí đã cung cấp cho nhân chứng A. 
handbook-222	訴訟費用中通訳人○○○○に支給した分を除き、その余の分は被告人の負担とする。	The defendant is ordered to pay all court costs, except the costs incurred by Interpreter A. 	诉讼费用中除已支付给翻译○○○○的部分以外，其余的由被告人负担。	Bị cáo phải trả mọi chi phí tòa án, trừ phần chi phí thuê người thông dịch............. 
handbook-223	その刑の執行を懲役1年に減軽する。	The execution of said punishment is mitigated to one year imprisonment with work. 	将上述刑罚的执行减轻为有期徒刑1年。	Bản án nói trên được giảm xuống còn 1 năm tù giam phải lao động 
handbook-224	被告人を懲役1年に処し、その刑の執行を免除する。	The defendant is hereby sentenced to one year imprisonment with work and the execution of said. punishment shall be remitted. 	判处被告人有期徒刑1年，免除其执行。	Tòa tuyên án 1 năm tù giam phải lao động. Án này sẽ được miễn thi hành. 
handbook-225	被告人に対し刑を免除する。	The defendant is hereby granted remission of punishment. 	免除对被告人的刑罚。	Bị cáo được miễn trừng phạt. 
handbook-226	被告人は無罪。	The defendant is hereby pronounced not guilty. 	被告人无罪。	Tòa tuyên án bị cáo vô tội. 
handbook-227	本件公訴事実中詐欺の点については、被告人は無罪。	The defendant is hereby pronounced not guilty on the charge of fraud. 	本案公诉事实中有关诈骗一事，被告人无罪。	Tòa tuyên án bị cáo không phạm tội lường gạt trong vụ án này. 
handbook-228	被告人を免訴する。	The defendant is hereby dismissed (for judicial bar). 	免诉被告人。	Bị cáo được miễn tố. 
handbook-229	本件公訴を棄却する。	The prosecution is hereby dismissed. 	驳回本案公诉。	Tòa bác bỏ việc truy tố trong vụ án này. 
handbook-230	本件は管轄違い	This case is not within the jurisdiction of this court. 	本案属于非管辖内。	Vụ này không thuộc thẩm quyền của tòa này. 
handbook-231	本件控訴を棄却する。	The appeal is dismissed. 	驳回本案控诉。	Đơn kháng án bị bác bỏ. 
handbook-232	本件各控訴を棄却する。	All appeals in this case are dismissed. 	驳回本案各控诉。	Tất cả đơn kháng án trong vụ này đều bị bác bỏ. 
handbook-233	本件控訴中被告人○○に関する部分を棄却する。	The appeal on the charge against Defendant ______ is dismissed. 	驳回本案中有关被告人○○部分的控诉。	Bác bỏ đơn kháng án về phần cáo buộc liên quan đến bị cáo..... 
handbook-234	原判決を破棄する。	The judgment in prior instance is hereby reversed.	撤销原判。	Bản án cũ được hủy bỏ.
handbook-235	被告人を懲役○年○月に処する。	The defendant is hereby sentenced to ______ year(s) and ______ month(s) of imprisonment with work. 	判处被告人有期徒刑○年○个月。	Tòa tuyên án bị cáo ... năm..... tháng tù giam phải lao động. 
handbook-236	原判決中有罪部分を破棄する。	The guilty part in the judgment in prior instance is reversed. 	撤销原判中的有罪部分。	Phần phạm tội trong bản án trước được bãi bỏ. 
handbook-237	被告人は無罪。	The defendant is hereby pronounced not guilty. 	被告人无罪。	Tòa tuyên bố bị cáo vô tội. 
handbook-238	被告人らに対する各原判決を破棄する。	The judgment in prior instance made against each of the defendants is reversed.	撤销对各被告人们的原判。	Những mức án trước đối với các bị cáo đều bị bãi bỏ. 
handbook-239	被告人Aを懲役1年に、被告人Bを懲役6月にそれぞれ処する。	Defendant A is hereby sentenced to one year of imprisonment with work. Defendant B is hereby sentenced to six months of imprisonment with work. 	分别判处被告人A有期徒刑1年，被告人B有期徒刑6个月。	Và giờ đây tòa tuyên án bị cáo A một (1) năm tù giam phải lao động, bị cáo B sáu (6) tháng tù giam phải lao động. 
handbook-240	原判決中被告人○○に関する部分を破棄する。	The judgment in prior instance against Defendant ______ is reversed.	撤销原判中有关被告人○○的部分。	Bản án cũ đối với bị cáo ..... bị hủy bỏ. 
handbook-241	被告人○○を懲役3年に処する。	Defendant ______ is hereby sentenced to three years of imprisonment with work. 	判处被告○○有期徒刑3年。	Giờ đây tòa tuyên án bị cáo 3 năm tù giam phải lao động. 
handbook-242	原判決を破棄する。	The judgment in prior instance is reversed.	撤销原判。	Bác bỏ bản án cũ.
handbook-243	本件を○○地方裁判所に差し戻す。	The case is remanded to the ______ District Court. 	将本案发回到○○地方法院。	Vụ án này được trả lại cho tòa sơ thẩm...... 
handbook-244	原判決を破棄する。	The judgment in prior instance is reversed.	撤销原判。	Bác bỏ bản án cũ.
handbook-245	本件を○○地方裁判所に移送する。	The case will be transferred to the District Court.	将本案移送到○○地方法院。	Chuyển vụ án này đến tòa sơ thẩm...... 
handbook-246	当審における未決勾留日数中○○日を原判決の刑に算入する。	______ days of the period that the defendant spent in pre-sentencing detention pending appellate trial shall be deducted from said period of imprisonment ordered by the judgment in prior instance. 	将本次审理未决羁押天数中的○○天折抵原判的刑罚。	Trong tổng số những ngày bị tạm giam và trong thời gian xử vụ án này thì.... ngày sẽ được trừ vào thời hạn tù giam của bản án trước. 
handbook-247	原審における未決勾留日数中○○日をその刑に算入する。	Of the total number of days spent in pre-sentencing detention pending trial in the court of prior instance, ______ days shall be deducted from said period of imprisonment. 	将原审未决羁押天数中的○○天折抵上述刑罚。	Trong tổng số những ngày bị tạm giam và trong thời gian xử vụ án trước thì ..... ngày sẽ được trừ vào thời hạn tù giam của bản án trước. 
handbook-248	当審における訴訟費用中通訳人○○○○に支給した分を除き、その余の分は被告人の負担とする。	Court costs at this court, except the costs incurred by Interpreter A, shall be paid by the defendant. 	本次审理诉讼费用中，除已支付给翻译○○○○的部分以外，其余的由被告人负担。	Bị cáo phải trả tất cả chi phí của phiên tòa này trừ lệ phí thuê người thông dịch............... 
handbook-249	原審における訴訟費用中証人○○○○に支給した分は、被告人の負担とする。	The amount paid to Witness A as part of the total court costs at the court of prior instance shall be paid by the defendant. 	原审诉讼费用中已支付给证人○○○○的部分，由被告人负担。	Bị cáo phải trả số tiền trả cho nhân chứng........, một phần trong tổng số án phí của bản án cũ. 
handbook-250	被告人は、A名義のキャッシュカードを構成する人の財産上の事務処理の用に供する電磁的記録を不正に作出して構成されたB名義のキャッシュカードの外観を有する不正電磁的記録カード1枚を使用して、金員を窃取しようと企て、平成○○年6月12日午前11時30分ころ、東京都杉並区西荻窪4丁目2番5号所在のC銀行西荻窪支店において、前後2回にわたり、人の財産上の事務処理を誤らせる目的で、上記カードを同所設置の現金自動預払機に挿入させて同カードの電磁的記録を読み取らせて同機を作動させ、同カードの電磁的記録を人の財産上の事務処理の用に供するとともに、同機からC銀行西荻窪支店長管理に係る現金50万円を引き出して窃取したものである。	The defendant attempted to steal money using a card containing an unlawfully created electromagnetic record, which was made by creating without authorization an electromagnetic record that was supposed to be used for the administration of financial affairs by another person and encoded on the cash card issued under the name of A, but which appeared to belong to B. In such attempt, on June 12, XXXX, at approximately 11:30 a.m., at the Nishi-Ogikubo Branch of Bank C, located at 4-2-5 Nishi-Ogikubo, Suginami-ku, Tokyo, the defendant inserted said card twice into the card slot of the automated teller machine placed in that branch for the purpose of bringing about improper administration of financial affairs by another person, and made the machine function based on the electromagnetic record read from the card. The defendant thus put the electromagnetic record encoded on the card into use for the administration of financial affairs by another person, and withdrew from the machine 500,000 yen in cash that was under the control of the Nishi-Ogikubo Branch of Bank C and stole the money. 	“被告人企图使用不正当制作构成A名义的现金卡的，供他人处理财产事务之用的电磁记录，使用拥有形成B名义现金卡外观的不正当电磁记录卡窃取金钱，于○○年6月12日上午11时30分左右，在位于东京都杉并区西荻窪4丁目2番5号的C银行西荻窪分行，先后两次以扰乱他人的财产事务处理为目的，将上述卡片插入该行设置的自动柜员机内，使机器读取该卡片的电磁记录，除了将该卡片的电磁记录用于他人的财产事务处理外，还从该机器中提款窃取了C银行西荻窪分行行长管理的现金50万日元。”	Bị cáo đã lấy dữ kiện điện từ của thẻ thanh toán tiền dùng cho việc xử lý hồ sơ quản lý tài sản của người tên A để làm giả mạo thẻ điện từ thanh toán tiền ngân hàng với tên mới là B. Vào lúc 11 giờ 30 sáng ngày 12 tháng 6 năm....., tại ngân hàng C chi nhánh Nishiogikubo địa chỉ là 4-2-5 Nishiogikubo quận Suginami thành phố Tokyo, bị cáo đã đút thẻ giả mạo vào máy rút tiền tự động tại ngân hàng C chi nhánh Nishiogikubo trên dưới 2 lần. Với mục đích làm máy lấy tiền nhầm lẫn việc sử dụng quản lý tài sản, bị cáo đã cho thẻ giả mạo vào máy tự động rút tiền để cho máy đọc thông tin trên thẻ của người tên A và lấy cắp số tiền tổng cộng là 500.000 ngàn yen thuộc quyền quản lý của trưởng chi nhánh Nishiogikubo ngân hàng C. 
handbook-251	被告人は、法定の除外事由がないのに、平成○○年4月5日午後6時30分ころ、山中市山田町3番6号の被告人方において、覚せい剤であるフェニルメチルアミノプロパン約0.04グラムを含有する水溶液0.25ミリリットルを自己の左腕に注射し、もって、覚せい剤を使用したものである。	The defendant, in the absence of legal grounds for exceptional treatment, treatment, on April 5, April 5, XXXX, at approximately 6:30 p.m. at his/her residence at 3-6 Yamada-cho, Yamanaka City, injected 0.25 milliliter of water solution containing approximately 0.04 gram of phenyl-methyl-amino-propane, a Stimulant drug, into his/her left arm. The defendant thus used the stimulant drug. 	“被告人在没有法定的除外事由的情况下，于○○年4月5日下午6时30分左右，在山中市山田町3番6号的被告人的家里，将含有兴奋剂苯甲氨普鲁本约0.04克的水溶液0.25毫升注射到自己的左胳膊内，从而构成了使用兴奋剂的行为。”	Mặc dù không có lý do ngoại lệ do luật pháp quy định, lúc 6 giờ 30 chiều ngày 5 tháng 4 năm......, tại nhà bị cáo, địa chỉ 3-6 Yamada- cho thành phố Yamanaka, bị cáo đã sử dụng chất kích thích bằng cách tự chích vào cánh tay trái 0,25 mi li lít dung dịch có chứa 0,04 gram chất kích thích Phenyl menthyl amino propan. 
handbook-252	被告人は、みだりに、大麻を輸入しようと企て、大麻草70.94グラム (種子を含む)を自己の着用する両足靴下底にそれぞれ隠匿携帯した上、○○○○年5月3日(現地時間)、A国○○国際空港から○○航空017便の航空機に搭乗し、平成○○年5月4日午後零時30分ころ千葉県成田市所在の成田国際空港に到着し、大麻を身につけたまま同航空機から本邦に上陸し、もって、本邦内に大麻を輸入したものである。	The defendant, without due cause, intending to import cannabis, boarded XX Airlines flight number 017 at ______ International Airport, in Country A, on May 3, XXXX (local time), concealing 70.94 grams of cannabis leaves, including seeds, in the soles of the socks he/she was wearing. Upon arrival at Narita International Airport, located in Narita City, Chiba Prefecture, on May 4, XXXX, at about 12:30 p.m., the defendant imported cannabis into this country by landing in this country and deplaning while carrying the cannabis with him/her. 	“被告人企图擅自进口大麻，将大麻草70.94克(包括种子)隐藏携带于自己穿着的两只袜子底层里，在○○年5月3日(当地时间)从A国OO国际机场乘○○航空017班机，于○○年5月4日下午零时30分左右抵达位于千叶县成田市的成田国际机场，被告人随身带着大麻从该飞机下来登陆我国，从而构成了向我国进口大麻的行为。”	Mặc dù không được phép, bị cáo đã định nhập khẩu cần sa bằng cách mang theo 70,94 gr cần sa (gồm cả hạt), giấu bên trong đội tất đang mang ở chân rồi lên chuyến bay số 017 của hãng hàng không......... từ sân bay quốc tế của quốc gia...... ngày 3 tháng 5 năm..... (giờ địa phương). Khi máy bay hạ cánh xuống sân bay quốc tế Narita hồi 12 giờ 30 ngày 4 tháng 5 năm....., bị cáo vẫn để nguyên số lá cây và hạt cần sa này nhập cảnh Nhật Bản. Như vậy bị cáo đã phạm tội nhập khẩu cần sa vào Nhật Bản. 
handbook-253	被告人は、みだりに、平成○○年6月10日午後6時ころ、東京都千代田区田中町3番1号の被告人方洋服ダンス内に麻薬である塩酸ジアセチルモルヒネの粉末約10グラムを所持したものである。	The defendant, without due cause, possessed 10 grams of diacetylmorphine hydrochloride, which is categorized as narcotics, in a wardrobe closet in his/her residence at 3-1 Tanaka-cho, Chiyoda-ku, Tokyo, at about 6:00 p.m. on June 10, XXXX. 	“被告人于○○年6月10日下午6时左右，在位于东京都千代田区田中町3番1号的被告人家里的衣橱内擅自持有毒品的盐酸吗啡粉末约10克。”	Lúc 6 giờ chiều ngày 10 tháng 6 năm..... đã tìm thấy 10 gram chất kích thích diacetylmorphine trong tủ áo của nhà bị cáo tại địa chỉ 3-1 Tanaka quận Chiyoda thành phố Tokyo. 
handbook-254	被告人は、売春をする目的で、平成○○年10月8日午後11時20分ころから同日午後11時45分ころまでの間、横浜市港北区新横浜2丁目5番10号喫茶店「かおり」横付近から同区同町2丁目2番4号葵銀行新横浜支店前に至る間の路上をうろつき、あるいは立ち止まるなどし、もって公衆の目にふれるような方法で客待ちをしたものである。	On October 8, XXXX, between the hours of 11: 20 p.m. and 11: 45 p.m., the defendant loitered or halted with the intention of prostitution on the sidewalk between the "Kaori" coffee house, located at 2-5-10 Shin-Yokohama, Kouhoku-ku, Yokohama City, Kanagawa Prefecture, and the Shin-Yokohama Branch of the Aoi Bank, located at 2-2-4 Shin-Yokohama, thus the defendant waited for customers in a conspicuous manner in the public. 	“被告人以卖淫为目的，于○○年10月8日下午11时20分左右到同天下午11时45分左右之间，徘徊或站立于从横滨市港北区新横滨2丁目5番10号的咖啡店“Kaori”旁附近到同区同町2丁目2番4号葵银行新横滨支行前之间的道路上，从而构成了在大庭广众下等客的行为。”	Trong khoảng thời gian từ 11 giờ 20 đến 11 giờ 45 tối ngày 8 tháng 10 năm........, với mục đích bán dâm, bị cáo đã đi qua đi lại, hoặc đứng lại trên đoạn đường từ quán cà phê Kaori nằm tại số 2-5-10 Shin Yokohama, quận Kouhoku thành phố Yokohama đến chi nhánh ngân hàng Aoi nằm tại số 2-2-4 Shin Yokohama. Như vậy bị cáo đã có hành vi đón đợi khách mua dâm tại nơi công cộng. 
handbook-255	被告人は、遊興費欲しさとうっ憤晴らしのために、適当な相手を見つけて袋だたきにして所持金等を強取しようと考え、A、Bと共謀の上、平成○○年12月3日午前3時10分ころ、さいたま市大宮区高鼻町14番1号付近の路上において、たまたま通りかかったC(当時20歳)に対し、被告人、A、Bにおいてこもごも、その顔面、頭部、腹部等を多数回にわたってこぶしで殴り、力一杯蹴り付けるなどの暴行を加えた上、Aにおいて、抵抗できなくなったCからその所有する現金3万2000円くらいが入った財布1個を奪い取ったが、その際前記各暴行によって、Cに対し左側急性硬膜下血腫、脳挫傷、外傷性くも膜下血腫の傷害を負わせ、同月13日午後4時12分ころ、さいたま市大宮区盆栽町2丁目3番2号大宮病院において、それらの傷害により同人を死亡させたものである。	The defendant thought of beating someone up and robbing him/her of his/her money or property in order to obtain cash for amusement expenses as well as to vent his/her own aggression. In conspiracy one another, the defendant, A, and B, on December 3, XXXX, at approximately 3:10 a.m., on the street around 14-1 Takahana-cho, Omiya-ku, Saitama City, assaulted C (20 years old at the time of the crime), who happened to be passing by the place, by punching him/her with their fists and kicking him/her with all their might many times in the face, head and stomach and other parts of his/her body. A deprived C, who could no longer resist, of one (1) wallet in his/her possession containing about 32,000 yen in cash. The defendant, A, and B, as a result of the abovementioned assaults, inflicted upon C acute left subdural hematoma, brain contusion, and traumatic subarachnoid hematoma, and thus caused his/her death on December 13, XXXX, at approximately 4: 12 p.m. at Omiya Hospital, located at 2-3-2 Bonsai-cho, Omiya-ku, Saitama City. 	“被告人为了想得到用于娱乐的钱和泄愤，便准备随便找个人，跟大家一起围打拼抢劫其持有的现金，于是在和A，B共谋之下，于OO年12月3日上午3时10分左右，在埼玉市大宫区高鼻町14番1号附近道路上，被告人，A，B相继对准路人C(当时20岁)的脸部，头部，腹部，多次用拳头殴打，用力踢等，施加暴力。并且，A在C不能反抗的情况下抢走了C持有的，内有现金约3万2000日元的钱包1只。由于当时上述的各暴行，使得C负了左侧急性硬膜下血肿，脑挫伤，外伤性蛛网膜下血肿的伤害，并使得C于同月13日下午4时12分左右，在位于埼玉市大宫区盆栽町2丁目3番2号的大宮病院内死亡。”	Bị cáo có ý định tìm đánh người rồi cướp tiền của người đó với mục đích ăn chơi và thỏa mãn tính bạo ngược của mình. Sau khi bàn bạc với nhau, tại đoạn đường nằm trong khu vực 14-1 Tanaka-cho quận Omiya, thành phố Saitama, vào lúc 3:10 sáng ngày 3 tháng 12 năm...... hai bị cáo A và B đã thay phiên nhau đấm và đá nhiều lần vào mặt, đầu, bụng và nhiều bộ phận khác trên cơ thể nạn nhân C (lúc đó 20 tuổi) tình cờ đi ngang đó. Sau khi nạn nhân không còn tự vệ được nữa, bị cáo A đã lấy chiếc ví của nạn nhân trong đó đựng 32.000 yen tiền mặt. Với hành động bạo lực của hai bị cáo như trên, nạn nhân C đã bị xuất huyết cấp tính dưới màng tang bên phải, bị chấn thương bên ngoài não, và bị xuất huyết dưới màng nhện, từ đó đưa đến cái chết của nạn nhân vào lúc 4 giờ 12 chiều ngày 13 tháng 12 năm .... tại bệnh viện Omiya, địa chỉ 2-3-2 Bonsai-cho quận Omiya thành phố Saitama. 
