id	source_japanese	llama_english	llama_chinese	llama_vietnamese
handbook-210	○○地方検察庁で保管中の約束手形1通(平成○○年○地領第○○号の1)を没収する。	The promissory note dated [date], bearing case number [case number], presently in the custody of the [OOO] District Public Prosecutors Office, is hereby confiscated.	在○○地方检察院保存的票据一份（平成○○年○地令第○○号的1）上予以没收。	ĐFixture phiếu ghi nhận một khoản đã được lưu giữ tại Viện Kiểm sát địa phương ○○ (Số ○○/○○/○○) sẽ bị tịch thu.
handbook-211	○○地方検察庁で保管中の現金800万円(平成○○年○地領第○○号の1、当該現金は犯罪被害財産)を没収する。	The cash of 8,000,000 yen, which is currently in the custody of the ○○ District Public Prosecutors Office (being the property damaged by a crime in Heisei ○○, ○ chimei-ryo ○○ No. 1), shall be confiscated.	现根据○○地方检察院的保管，发出没收决定书如下：没收存放在○○地方检察院的价值为800万元的人民币（与平成○○年○地领第○○号的1相关，该现金是犯罪受害者的财产）。	Viện kiểm sát địa phương ○○ đang quản lý số tiền mặt 80 triệu Yên( số ký quỹ tại địa phương ○○ năm ○○ địa khu ○○ số ○○, khoản tiền này là tài sản bị hại của tội phạm sẽ bị tịch thu.
handbook-212	被告人から金10万円を追徴する。	The defendant is hereby ordered to pay a fine of 100,000 yen.	對被告人进行十万元罚款	Yêu cầu bị cáo bồi thường 10 triệu đồng.
handbook-216	押収してある本1冊(平成○○年押第◯◯号の1)を被害者Aの相続人に還付する。	One book confiscated (No.  of Heisei  (year) Press No.  ) shall be returned to A's heir.	还原先前扣押的文书一册（编号为平成〇〇年押第〇〇号的第〇〇页）给受害者A的继承人。	Quyển sách bị thu giữ (được nhắc đến ở số thứ 1 trong bản kê số 〇〇/HP, ngày 〇〇 tháng 〇〇 năm 〇〇HP) sẽ được trả lại cho người thừa kế của nạn nhân A.
handbook-217	被告人に対し、仮にその罰金に相当する金額を納付すべきことを命ずる。	The defendant is hereby ordered to pay a fine in the amount stated.	对被告人可以判令其缴纳相当于罚金的金额。	Bị cáo phải chấp hành hình phạt tiền tương đương bằng việc nộp một khoản tiền.
handbook-219	訴訟費用は被告人両名の連帯負担とする。	The costs of this litigation are to be borne jointly and severally by the defendants.	诉讼费用由两名被告共同承担。	Chi phí tố tụng do hai bị cáo liên đới chịu trách nhiệm thanh toán.
handbook-220	訴訟費用は、その2分の1ずつを各被告人の負担とする。	The court costs shall be borne by each defendant in equal halves, each bearing one half.	訴訟费用的分担按各2分之1共担负担。	Chi phí tố tụng sẽ được chia đều cho các bị cáo, mỗi người chịu 1/2.
handbook-223	その刑の執行を懲役1年に減軽する。	The sentence shall be reduced to one year's imprisonment.	減刑一年的有期徒刑。	Giảm nhẹ hình phạt xuống còn 1 năm tù.
handbook-224	被告人を懲役1年に処し、その刑の執行を免除する。	The defendant is hereby sentenced to imprisonment for one year, with execution of the sentence suspended.	被告人判处有期徒刑一年，缓期执行。	Xét xử bị cáo hình phạt tù 1 năm, miễn phạt tù.
handbook-225	被告人に対し刑を免除する。	The defendant is hereby granted a reprieve.	対被告人免予刑罚。	Miễn hình phạt cho bị cáo.
handbook-227	本件公訴事実中詐欺の点については、被告人は無罪。	Regarding the charge of fraud in the present indictment, the defendant is not guilty.	本案公诉事实中涉及的诈骗部分，被告人无罪。	Về phần lừa đảo trong vụ án này, bị cáo không phạm tội.
handbook-228	被告人を免訴する。	The defendant is found not guilty.	被告人无罪。	Miễn tội cho bị cáo.
handbook-229	本件公訴を棄却する。	The prosecution is hereby dismissed.	本案不予起诉。	Xử miễn tố vụ án này.
handbook-231	本件控訴を棄却する。	The appeal is dismissed.	本案抗诉驳回。	Bác kháng cáo về vụ án này.
handbook-233	本件控訴中被告人○○に関する部分を棄却する。	The appeal by the defendant ○○ is dismissed.	对本案上诉中关于被告人○○的部分予以驳回。	Bác bỏ phần kháng nghị về bị cáo △ △ trong vụ án này.
handbook-236	原判決中有罪部分を破棄する。	The guilty part of the original judgment is hereby quashed.	原审判决中有罪部分予以撤销。	Bác bỏ phần có tội trong bản án sơ thẩm.
handbook-237	被告人は無罪。	The defendant is not guilty.	被告人無罪。	Bị cáo không có tội.
handbook-238	被告人らに対する各原判決を破棄する。	The original judgments against the defendant are hereby vacated.	撤销一审判决。	Hủy bỏ các bản án sơ thẩm đối với các bị cáo.
handbook-239	被告人Aを懲役1年に、被告人Bを懲役6月にそれぞれ処する。	The defendant A is hereby sentenced to one year of imprisonment and the defendant B to six months of imprisonment, respectively.	被告人A判处有期徒刑一年，被告人B判处有期徒刑六个月。	Bị cáo A sẽ bị phạt tù 01 năm và bị cáo B sẽ bị phạt tù 06 tháng
handbook-241	被告人○○を懲役3年に処する。	The defendant, O(O), is hereby sentenced to three years' imprisonment.	是这样翻译的：被告人○○处以有期徒刑三年。	Xử phạt bị cáo ○○ 3 năm tù.
handbook-246	当審における未決勾留日数中○○日を原判決の刑に算入する。	"In this trial, [○○] days of pre-sentencing detention are to be credited towards the sentence imposed in the original judgment."	本次审理中未决羁押的○○日数予判决刑中予以折算。	Khi xét xử, số ngày tạm giam chưa kết thúc trong thời gian ○○ ngày sẽ được tính vào bản án gốc.
handbook-247	原審における未決勾留日数中○○日をその刑に算入する。	The days of provisional detention pending the original decision, namely ○○ days, shall be credited against the sentence.	从原审被拘留的未决日期中扣除××日，折抵刑期。	Tính vào thời gian chấp hành hình phạt của bị cáo số ngày đã bị tạm giữ từ khi bắt đầu thụ lý vụ án đến nay là ... ngày.
handbook-248	当審における訴訟費用中通訳人○○○○に支給した分を除き、その余の分は被告人の負担とする。	The costs of litigation, with the exception of the fees paid to Interpreter ○○○○, shall be borne by the defendant.	本庭审中诉讼费用的除通译人○○○○的報酬外，其余部分由被告人承担。	Chi phí tố tụng trong phiên tòa này được trừ đi phần đã trả cho người phiên dịch ○○○○, phần còn lại do bị cáo chịu trách nhiệm.
handbook-249	原審における訴訟費用中証人○○○○に支給した分は、被告人の負担とする。	The cost of the first instance, which was paid to witness XXXX, shall be borne by the defendant.	一审中诉讼费用的见证人○○○○部分由被告承担。	Phiên tòa sơ thẩm, chi phí tố tụng mà đã trả cho nhân chứng ○○○○ sẽ do bị cáo chịu trách nhiệm.
handbook-250	被告人は、A名義のキャッシュカードを構成する人の財産上の事務処理の用に供する電磁的記録を不正に作出して構成されたB名義のキャッシュカードの外観を有する不正電磁的記録カード1枚を使用して、金員を窃取しようと企て、平成○○年6月12日午前11時30分ころ、東京都杉並区西荻窪4丁目2番5号所在のC銀行西荻窪支店において、前後2回にわたり、人の財産上の事務処理を誤らせる目的で、上記カードを同所設置の現金自動預払機に挿入させて同カードの電磁的記録を読み取らせて同機を作動させ、同カードの電磁的記録を人の財産上の事務処理の用に供するとともに、同機からC銀行西荻窪支店長管理に係る現金50万円を引き出して窃取したものである。	The defendant created a pirated electromagnetic record card, resembling the appearance of a B-named cash card, by illicitly creating an electronic record for property-related administrative use, and attempted to commit theft by using this card. In the morning of June 12th, Heisei ##, at approximately 11:30, at the C Bank West Ogikubo branch located at 4-2-5 Nishi Ogikubo, Suginami-ku, Tokyo, they inserted the aforementioned card into the automated cash dispensing machine located there on two separate occasions, inducing the machine's operation by reading the card's electromagnetic record, thereby causing administrative errors in property-related processing. Furthermore, this act enabled the defendant to steal ¥500,000 in cash from the C Bank West Ogikubo branch, managed by the branch manager.	被告人以A名义的现金卡为依据，制作了一张伪造的B名义的现金卡，并于平成○○年6月12日11时30分左右，在东京都杉并区西荻窪4丁目2番5号的C银行西荻窪支店内，两次使用伪卡进行现金提取，导致现金自动支付机的操作错误，窃取了5万元日元。	Bị cáo đã tạo ra và sử dụng 1 thẻ ghi chưa được tạo ra hợp pháp có bề ngoài giống thẻ ATM mang tên B, được tạo ra từ việc tạo ra trái phép bản ghi điện tử dùng cho việc xử lý tài sản của người có tên A, nhằm mục đích trộm cắp, và vào lúc 11 giờ 30 ngày 12 tháng 6 năm ○○, tại chi nhánh Tây Ōgikubo của Ngân hàng C ở địa chỉ 2-5, Tây Ōgikubo 4 chōme, quận Suginami, Tokyo. Trong 2 lần liên tiếp, bị cáo đã chèn thẻ vào máy ATM và kích hoạt máy, đồng thời sử dụng bản ghi điện tử của thẻ nhằm mục đích xử lý sai những việc liên quan đến tài sản của người khác, rút khỏi tài khoản do giám đốc Ngân hàng C chi nhánh Tây Ōgikubo quản lý với số tiền 500.000 yên.
handbook-251	被告人は、法定の除外事由がないのに、平成○○年4月5日午後6時30分ころ、山中市山田町3番6号の被告人方において、覚せい剤であるフェニルメチルアミノプロパン約0.04グラムを含有する水溶液0.25ミリリットルを自己の左腕に注射し、もって、覚せい剤を使用したものである。	The defendant, without any legally justifiable grounds, at around 6:30 p.m. on April 5, 20**, at the defendant's residence, 3-6 Yamada-cho, Yamanaka-shi, injected into his left arm approximately 0.25 milliliters of an aqueous solution containing about 0.04 grams of phenylmethylaminopropane, a stimulant, thereby using the stimulant.	被告人虽无法定免除事由，于○○年四月五日下午六时三十分左右，在山中市山田町3番地6号被告人处，将含有0.04克甲基安非他命的溶液约0.25毫升注射其左臂，用之于自身	Bị cáo đã sử dụng 0,25ml dung dịch chứa khoảng 0,04g phenylmethylaminopropan là chất gây kích thích, ở cánh tay trái của mình vào khoảng 18h30 ngày 5 tháng 4 năm Heisei △△ tại △△ Mountain thành phố △△ tường △△ số △△ mà không có lý do chính đáng paràm được quy định bởi pháp luật.
handbook-252	被告人は、みだりに、大麻を輸入しようと企て、大麻草70.94グラム (種子を含む)を自己の着用する両足靴下底にそれぞれ隠匿携帯した上、○○○○年5月3日(現地時間)、A国○○国際空港から○○航空017便の航空機に搭乗し、平成○○年5月4日午後零時30分ころ千葉県成田市所在の成田国際空港に到着し、大麻を身につけたまま同航空機から本邦に上陸し、もって、本邦内に大麻を輸入したものである。	The defendant attempted to import cannabis in a clandestine manner, concealed 70.94 grams of cannabis (including seeds) in the insoles of shoes on both his feet, boarded flight ○○ Airline's flight 017 at ○○ International Airport in country A on May 3, ○○ (local time), and arrived at Narita International Airport in Chiba Prefecture on May 4, around 12:30, then landed in Japan with the cannabis still on his person, thereby importing cannabis into Japan.	被告人涉嫌非法储备，大量毒品进口筹划，并在自己穿着的双脚袜子里藏匿运输大麻 70.94 公克（包括种子），于 20** 年 5 月 3 日（当地时间）在 A 国 ○○ 国际机场登机，乘坐 ○○ 航空公司 017 航班的飞机于平成○○年 5 月 4 日下午 0 点 30 分左右抵达了千叶县成田市的成田国际机场，并携带大麻进入日本国内。	Bị cáo đã cố ý âm mưu nhập khẩu cần sa bất hợp pháp, mang theo 70,94 gam cần sa (bao gồm cả hạt) giấu trong chân bít tất của mình, sau đó vào ngày 3 tháng 5 năm ○○○○ (giờ địa phương), người này đã làm thủ tục lên máy bay chuyến bay số 017 của ○○ Air tại sân bay quốc tế ○○, A quốc, và đến ngày 4 tháng 5 năm ○○○○, khoảng 00:30, người này đã hạ cánh xuống sân bay quốc tế Narita, thị trấn Narita, tỉnh Chiba, và đã nhập cảnh vào Nhật Bản trong khi vẫn mặc cần sa trên người, như vậy là người này đã nhập khẩu cần sa vào lãnh thổ Nhật Bản.
handbook-253	被告人は、みだりに、平成○○年6月10日午後6時ころ、東京都千代田区田中町3番1号の被告人方洋服ダンス内に麻薬である塩酸ジアセチルモルヒネの粉末約10グラムを所持したものである。	The defendant, without valid reason, possessed approximately 10 grams of powdered diacetylmorphine hydrochloride, a narcotic, at around 6:00 pm on June 10, Heisei (year), inside "Dance", at 3-1 Tanakamachi, Chiyoda-ku, Tokyo.	被告人于平成○○年6月10日下午6时许，在东京都千代田区田中町3-1号，被告人所在地服装店内，非法持有约10克含有鹽酸二乙酰吗啡的粉末。	原 được cáo buộc rằng vào khoảng 6 giờ chiều ngày 10 tháng 6 năm ○○ (năm theo lịch Heisei), tại địa chỉ 3-1 Tanaka-cho, Chiyoda-ku, Tokyo, trong câu lạc bộ tiếng Nhật, người bị cáo buộc không đúng pháp luật, đã cất giữ khoảng 10 gram bột diacetylmorphin, là thuốc gây nghiện.
handbook-254	被告人は、売春をする目的で、平成○○年10月8日午後11時20分ころから同日午後11時45分ころまでの間、横浜市港北区新横浜2丁目5番10号喫茶店「かおり」横付近から同区同町2丁目2番4号葵銀行新横浜支店前に至る間の路上をうろつき、あるいは立ち止まるなどし、もって公衆の目にふれるような方法で客待ちをしたものである。	The defendant loitered and waited for customers in a manner visible to the public on the road from around 11:20 p.m. to around 11:45 p.m. on October 8, Heisei ○○, from the area around the coffee shop "Kaori" in 5-10, 2-chome, Shin-Yokohama, Kohoku-ku, Yokohama, to the Aoi Bank Shin-Yokohama branch at 4, 2-chome, Shin-Yokohama, Kohoku-ku, Yokohama, in order to solicit prostitution.	被告人于平成○○年10月8日11时20分左右至同日11时45分左右之间，在横滨市港北区新横滨2丁目5番10号咖啡店「かおり」周边及同区同町2丁目2番4号葵银行新横滨支行前路上徘徊，行徘徊，对外招揽顾客等行为。	Bị告 đã có ý định bán dâm, vào khoảng thời gian từ 20h11 đến 20h45 ngày 8 tháng 10 năm Heisei ○○ tại khu vực lân cận quán cà phê "Kaori" ở 2-5-10 Minami-Kohoku-ku, Yokohama-shi và ngân hàng Aoi chi nhánh Sin-Yokohama ở 2-2-4 Minami-Kohoku-ku, Yokohama-shi, đã đi lang thang hoặc đứng chờ trên đường để đợi khách.
handbook-255	被告人は、遊興費欲しさとうっ憤晴らしのために、適当な相手を見つけて袋だたきにして所持金等を強取しようと考え、A、Bと共謀の上、平成○○年12月3日午前3時10分ころ、さいたま市大宮区高鼻町14番1号付近の路上において、たまたま通りかかったC(当時20歳)に対し、被告人、A、Bにおいてこもごも、その顔面、頭部、腹部等を多数回にわたってこぶしで殴り、力一杯蹴り付けるなどの暴行を加えた上、Aにおいて、抵抗できなくなったCからその所有する現金3万2000円くらいが入った財布1個を奪い取ったが、その際前記各暴行によって、Cに対し左側急性硬膜下血腫、脳挫傷、外傷性くも膜下血腫の傷害を負わせ、同月13日午後4時12分ころ、さいたま市大宮区盆栽町2丁目3番2号大宮病院において、それらの傷害により同人を死亡させたものである。	On December 3rd, around 3:10 AM, the defendant, in collaboration with A and B, committed violent assault on C, a 20-year-old passerby, by repeatedly punching and kicking them on the face, head, and abdomen in a public area in Takinosawa, Omiya District, and A subsequently stole one wallet from C containing around 32,000 yen, resulting in severe injuries including acute subdural hematoma on the left side, cerebral contusion, and traumatic subarachnoid hemorrhage for C, ultimately leading to C’s death on December 13th, at 4:12 PM, at Omiya Hospital.	原告认为，被告人为了满足其物质欲望和寻开心的目的，想找一个适当的对方，通过暴力敲诈的方式获取金钱。在被告人、A、B的共同谋划下，平成○○年12月3日凌晨3时10分左右，在埼玉市大宫区高鼻町14-1号附近的路上，被告人、A、B围攻了偶然经过的C（当时20岁），并对其脸部、头部、腹部等进行了多次殴打和踢击的暴行，还抢走了抵抗后瘫痪的C钱包内约3万2000元。在这一系列暴力攻击中，C受到了左侧急性硬膜下血肿、脑挫伤、外伤性硬膜下血肿的伤害，并于同月13日下午4时12分左右在埼玉市大宫区盆栽町2丁目3-2号大宫医院因这些伤害而死亡。	Bị cáo đã muốn chiếm đoạt tài sản của người khác dưới dạng tiền bạc vì muốn tiêu tiền cho việc giải khuây và thỏa mãn cơn giận, đã tìm kiếm một con mồi thích hợp và cấu kết với A và B để tấn công và chiếm đoạt tài sản, vào khoảng 3 giờ 10 phút ngày 3 tháng 12 năm Heisei, trên đường phố gần địa chỉ 14-1, cao鼻町, quận 大宮, thành phốさいたま, bị cáo và A, B đã tấn công nạn nhân C (khi đó 20 tuổi) bằng tay chân, đánh vào mặt, đầu, bụng... của nạn nhân và lấy đi ví của nạn nhân có chứa khoảng 32.000 yên tiền mặt, cụ thể là A đã chiếm đoạt ví của C sau khi C không thể chống cự, và hành động tấn công này đã khiến nạn nhân bị tổn thương não, vệt lằn trên da đầu, và vỡ màng não, khiến nạn nhân tử vong vào khoảng 4 giờ 12 phút ngày 13 tháng 12 tại Bệnh viện Đại 宮 ở quận 大宮, thành phốさいたま.
handbook-256	被告人は、平成○○年9月12日午前9時30分ころ、普通乗用自動車を運転し、東京都武蔵野市吉祥寺東町31番地付近道路先の左方に湾曲した道路を荻窪方面から三鷹方面に向かい時速約50キロメートルで進行していた。	The defendant was operating a standard passenger vehicle, proceeding at a speed of approximately 50 kilometers per hour, on the left curve of the road in the vicinity of 31, Kichijoji-Higashicho, Musashino-city, Tokyo, heading in the direction from Ogikubo to Mitaka around 9:30 a.m. on September 12 in the year of Heisei xx.	被告人于平成○○年9月12日9时30分左右，驾驶普通乘用汽车，从荻窪方向向三鹰方向行驶，当时的车速约为每小时50公里。	Bị cáo đã lái xe ô tô thông thường vào khoảng 9 giờ 30 phút ngày 12 tháng 9 năm Heisei, trên đường cong phía bên trái ở khu vực 31 Jingujicho, Musashino-shi, Tokyo, đi từ hướng Ogikubo sang hướng Mitaka với tốc độ khoảng 50 km/giờ.
handbook-257	こういった場合、自動車運転者としては前方を注視し、ハンドル操作を正しく行って進路を適正に保って進行すべき自動車運転上の注意義務がある。	In such a case, as a motor vehicle driver, one has a duty of care to pay attention to what is ahead and properly operate the steering wheel to maintain and ensure a safe course.	这样，在这样的情况下作为一名驾驶员有义务注意前方、正确操作方向盘并保持适当的行驶路线进行驾驶的注意和义务。	Trong những trường hợp như vậy, với tư cách là người lái xe thì phải chú ý nhìn về phía trước, điều khiển tay lái một cách chính xác và đảm bảo đường đi thích hợp để tiến hành.
handbook-258	しかしながら、被告人は足元に落とした地図を拾うのに気を奪われたためこの注意義務に違反して、前方注視を欠き、ハンドルから一瞬手を離したまま、時速約50キロメートルで進行するという過失を犯した。	However, the defendant was distracted by picking up the map he had dropped and failed to keep a lookout ahead, removing his hands from the steering wheel momentarily while traveling at approximately 50 kilometers per hour, constituting negligence.	但是，原告人由于捡地图而分心，违反了注意义务，疏忽大意，没有 持续注意前方，短暂放开方向盘，時速约50公里的車速下失态。	Tuy nhiên, bị cáo đã vi phạm nghĩa vụ chú ý này khi bị phân tâm bởi việc nhặt bản đồ đã rơi xuống chân, thiếu sự quan sát phía trước, tay rời khỏi vô lăng trong khoảng một giây và điều khiển xe với tốc độ khoảng 50 km/h.
handbook-259	このため、車は対向車線に進入して、対面進行してきたA運転の大型貨物自動車の右側面に衝突した上、その衝撃で更に前方に進出して、A運転車両の後方から進行してきたB(当時55歳)運転の普通貨物自動車の右前部に衝突した。	The vehicle then crossed into the oncoming lane, collided with the right side of a large cargo truck driven by A, who was traveling in the opposite direction, and then continued forward, colliding with the right front of a standard cargo truck driven by B (55 years old at the time), who was approaching from behind A's vehicle.	因此，車辆驶入对向车道，与迎面驶来的A驾驶的大型货物汽车发生了擦撞，并且因受冲击还继续驶入前方，与A驾驶的车辆之后才驶来的B驾驶的普通货物汽车右前侧发生了碰撞。	Xe đã chạy vào làn đường đối diện và va chạm với phía bên phải của xe chở hàng lớn do tài xế A điều khiển, sau đó tiếp tục di chuyển về phía trước, va chạm với xe chở hàng thông thường do tài xế B (lúc đó 55 tuổi) điều khiển đang đi phía sau.
handbook-260	その結果、Bに加療約200日間を要する右股関節脱臼骨折の傷害を負わせたものである。	As a result, B suffered injuries requiring approximately 200 days of medical treatment, including a right hip joint fracture dislocation.	其結果導致B受到了右股关节脱臼骨折的傷害，需要大约200天的治療。	Kết quả là, bị hại B phải điều trị khoảng 200 ngày do chấn thương gãy xương脱臼 khớp háng phải.
handbook-261	被告人は、平成○○年9月2日午後1時5分ころ、横浜市港南区日野南3丁目6番17号先路上で、通行中のA(当時62歳)に「おまえ、どこを歩いとるんじゃ。」などと因縁をつけ、こぶしでその顔を2回殴って転倒させ、その上に馬乗りになって更にその顔をこぶしで数回殴った。	The defendant, on September 2, 200X, around 1:05 p.m., at a location in front of 6-17, Hino Minami 3-Chome, Konan-ku, Yokohama, while A (then 62 years old) was passing by, uttered provocative remarks, including "Where do you think you're going?", struck A's face twice with a fist, causing him to fall down, and then straddled A, striking his face multiple times with a fist.	被告人于平成○○年9月2日下午1时5分左右，在横滨市港南区日野南3丁目6番17号前路上，拦住了正在行走的A（当时62岁）并问道“你到哪儿去了？”，而后又用拳头击中A的脸两次，使其摔倒，然后骑跨其身上，用拳头多次击中A的脸部。	Cáo bị cáo đã vào ngày 2 tháng 9 năm HH, khoảng 1 giờ 5 phút chiều, trên đường trước số 17, đường số 6, phường Nhật Nam 3, quận Cảng Nam, Yokohama đã tìm cớ gây hấn với người đi đường A (số 2 lúc đó là 62 tuổi) và nói: ''Người hả, anh định đi đâu vậy.'' - ''Tôi'' đã dùng nắm đấm nhằm mặt anh ta 2 lần, khiến anh ta ngã xuống, rồi cưỡi lên người anh ta và tiếp tục đấm vào mặt anh ta nhiều lần.
handbook-262	この暴行により、Aに約5日間の加療を要する右肘部挫滅傷、顔面挫滅傷の傷害を負わせたものである。	As a result of the assault, A suffered injury, including a bruise on the right elbow and a facial bruise, which required approximately 5 days of treatment.	本次暴行导致被害人A右肘部挫伤、面部挫伤，需治疗约5日。	Hành động bạo lực này đã khiến A bị tổn thương vùng khuỷu tay phải cần khoảng 5 ngày điều trị và vết thương ở vùng mặt.
handbook-263	被告人は、不正に入手した平和カード株式会社発行のA名義のクレジットカードを使用してその加盟店から商品をだまし取ろうと企て、平成○○年4月5日午前11時15分ころ、東京都中央区中村町3番先中村ショッピングセンター1階株式会社中村銀座店において、同店店長Bに対し、代金支払の意思及び能力がないのに、自己がクレジットカードの正当な使用権限を有するAであって、クレジットカードシステムによって代金の支払をするもののように装い、前記クレジットカードを提示してスーツ等3点の購入を申し込み、前記Bをしてその旨誤信させ、よって即時同所において、同人からスーツ等3点(価格合計7万3700円相当)の交付を受けてこれをだまし取ったものである。	The defendant attempted to deceive the store by using a fraudulently obtained A-named credit card issued by Heiwa Card Co., Ltd., planning to obtain goods from its member store without paying. On April 5th, around 11:15 am in Heisei--, at Nakamura Shopping Center on the 1st floor of Nakamura Gingza Corporation in 3 Chome Nakamachi, Chuo-ku, Tokyo, the defendant, with no intention or ability to pay, pretended to be A, the rightful user of the credit card, and used the credit card system to deceive store manager B into believing they would pay, by presenting the credit card and applying for the purchase of 3 suits. The defendant then immediately received and deceitfully obtained the 3 items (worth approximately 737,000 yen) from B in the same location.	被告人蓄意通过不正手段所得平和卡公司发行的A名义信用卡，试图使用该卡欺骗平和卡加盟店获取物品，于平成○○年4月5日11点15分左右，在东京都中央区中村町3丁目中的中村购物中心一楼株式会社中村銀座店内，向店长B提出了购买申请，该名店长误信被告人为拥有平和卡正当使用权的A，在以信用卡支付代金的基础上，店长将价值7万3700日元的3点商品（包括一套西装等）交付给被告人，被告人通过欺骗手段获取了这些商品。	Bị cáo đã cố gắng sử dụng thẻ tín dụng mang tên A, được phát hành bởi Công ty Cổ phần Thẻ hòa bình, mà mình đã có được một cách bất hợp pháp, nhằm chiếm đoạt hàng hóa từ cửa hàng thành viên của công ty này. Vào ngày 5 tháng 4 năm平成○○, khoảng 11 giờ 15 phút, tại Trung tâm mua sắm Nakamura, tầng 1, đường Nakamura 3, phường Nakamura, quận Chuo, Tokyo, bị cáo đã trình thẻ tín dụng này cho người quản lý cửa hàng B và đề nghị mua 3 bộ quần áo. Bị cáo đã tự xưng là chủ sở hữu hợp pháp của thẻ tín dụng A và tuyên bố sẽ trả tiền thông qua hệ thống thẻ tín dụng. Qua đó, bị cáo đã lừa dối người quản lý B và chiếm đoạt 3 bộ quần áo trị giá khoảng 7 triệu 3700 Yên.
handbook-264	被告人は、A(当時62歳)に雇われ、東京都江東区山中町5丁目2番4号所在の同人方に住み込んでいたものであるが、被告人が通行人に罵声を浴びせたのを前記Aから叱責されて口論のあげく激高し、とっさに、同人を殺害しようと決意し、平成○○年3月8日午後7時ころ、同人方6畳間の押し入れの中から刃体の長さ13センチメートルのくり小刀を持ち出して携え、同所において、左手で前記Aの襟首をつかんで引き寄せながら、右手に持っていた前記くり小刀で同人の左胸部を突き刺し、同人がその場から逃げ出すや、追跡して同人方前路上でこれに追い付き、同所において、更に前記くり小刀で同人の左背部を突き刺し、よって、同人をして心臓刺切に基づく失血により即死させて殺害したものである。	The defendant was employed by A, who was then 62 years old, and lived with A at the latter's residence located at 5-2-4 Yamashita, Edogawa-ku, Tokyo. However, after being reprimanded by A for yelling at a pedestrian, the defendant became enraged following a heated argument, and impulsively decided to kill A. At around 7:00 p.m. on March 8 of year ***, the defendant fetched a utility knife with a 13-centimeter blade from the closet of the 6-mat room, held it in their right hand, and then grabbed A's collar with their left hand to pull A towards them, before stabbing the utility knife into A's left chest. As A tried to escape, the defendant chased A, caught up to A on the road in front of the residence, and stabbed A in the left back with the same knife once more, thereby causing A to die instantly from cardiac tamponade due to blood loss.	被告人受雇于A(当时62岁)，并寄居于东京都江东区山中町5丁目2番4号的A家。然而，被告人因向路人吐痰而被A训斥，双方发生口角并激发，被告人决定即刻杀害A。平成○○年3月8日晚上7点左右，被告人从A家6畳房间的壁橱中取出一把长达13厘米的折刀装备于身上，在同一地点，用左手抓住A的衣领并将其拉近，同时用右手握持折刀刺入A的左胸部。当A逃跑时，被告人追赶，追上A时，又用折刀刺入A的左背部，最终导致A因心脏刺切出血迅速死亡，其杀害行为为故意。	被告 là người được thuê làm việc cho ông A (khi đó 62 tuổi), sống tại cùng địa điểm tại phường Yamachō 5 chome 2 băng 4 số thuộc khu vực Kōtō của Tokyo, đã bị ông A khiển trách do đã chửi người qua đường và đã cãi lại. Lúc đó, sau một thời gian giận dữ, quyết định giết ông A. Vào lúc khoảng 19 giờ ngày 8 tháng 3 năm X, đã lấy ra từ ngăn kéo một con dao nhỏ có lưỡi dao dài 13 cm và đâm ông A tại lồng ngực trái tại địa điểm đó. Khi nạn nhân chạy trốn, ông đã đuổi theo và bắt kịp tại đường dẫn trước mặt nhà ông A. Tại đó, ông đâm thêm một nhát dao vào lưng trái của ông A, khiến ông A chết ngay tại chỗ do mất máu vì bị dao đâm vào tim.
