id	source_japanese	azure_english	azure_chinese	azure_vietnamese
handbook-211	○○地方検察庁で保管中の現金800万円(平成○○年○地領第○○号の1、当該現金は犯罪被害財産)を没収する。	8,000,000,000 yen in cash in custody at the District Public Prosecutor's Office (1 of XX Land Territory No. XX, the cash is the property of the victim of the crime) will be confiscated.	在地方检察厅（XX Land Territory No. XX 1，现金是犯罪受害者的财产）保管的 8,000,000,000 日元现金将被没收。	8.000.000.000 yên tiền mặt bị giam giữ tại Văn phòng Công tố Quận (1 trong XX Lãnh thổ đất đai số XX, tiền mặt là tài sản của nạn nhân của tội phạm) sẽ bị tịch thu.
handbook-212	被告人から金10万円を追徴する。	100,000 yen will be requisitioned from the accused.	将向被告征用 100,000 日元。	100.000 yên sẽ được trưng dụng từ bị cáo.
handbook-216	押収してある本1冊(平成○○年押第◯◯号の1)を被害者Aの相続人に還付する。	One of the confiscated books (1 of the Heisei XX Year Press) is returned to the heirs of Victim A.	其中一本被没收的书籍（平成 XX 年出版社的 1 本）归还给受害者 A 的继承人。	Một trong những cuốn sách bị tịch thu (1 của Nhà xuất bản Heisei XX Year) được trả lại cho những người thừa kế của Nạn nhân A.
handbook-217	被告人に対し、仮にその罰金に相当する金額を納付すべきことを命ずる。	The accused is ordered to pay an amount equivalent to the fine.	被告被命令支付相当于罚款的金额。	Bị cáo được yêu cầu trả một số tiền tương đương với tiền phạt.
handbook-219	訴訟費用は被告人両名の連帯負担とする。	The costs of the proceedings shall be borne jointly and severally by both defendants.	诉讼费用应由被告双方共同承担。	Chi phí tố tụng sẽ do cả hai bị đơn cùng và riêng nhau chịu.
handbook-220	訴訟費用は、その2分の1ずつを各被告人の負担とする。	The costs of the proceedings shall be borne by each defendant in one-half of each.	诉讼费用应由各被告承担，每被告的一半。	Chi phí tố tụng sẽ do mỗi bị đơn chịu một nửa của mỗi thủ tục.
handbook-223	その刑の執行を懲役1年に減軽する。	The sentence will be reduced to one year in prison.	刑期将减至一年监禁。	Bản án sẽ được giảm xuống còn một năm tù.
handbook-224	被告人を懲役1年に処し、その刑の執行を免除する。	The accused shall be sentenced to one year in prison and shall be exempted from the execution of the sentence.	被告应被判处一年有期徒刑，并应免于执行刑罚。	Bị can thì bị kết án một năm tù giam và được miễn thi hành án.
handbook-225	被告人に対し刑を免除する。	Exempt the accused from the sentence.	免除被告的刑罚。	Miễn án cho bị cáo.
handbook-227	本件公訴事実中詐欺の点については、被告人は無罪。	The defendant is not guilty of fraud in the facts of the prosecution.	被告在控方的事实中没有欺诈罪。	Bị cáo không phạm tội gian lận trong các sự kiện của công tố.
handbook-228	被告人を免訴する。	Exonerate the accused.	为被告开脱。	Miễn tội cho bị cáo.
handbook-229	本件公訴を棄却する。	The charges are dismissed.	指控被驳回。	Các cáo buộc bị bác bỏ.
handbook-231	本件控訴を棄却する。	The appeal is dismissed.	上诉被驳回。	Kháng cáo bị bác bỏ.
handbook-233	本件控訴中被告人○○に関する部分を棄却する。	The part of the appeal relating to the accused XX is dismissed.	上诉中与被告 XX 有关的部分被驳回。	Phần kháng cáo liên quan đến bị cáo XX bị bác bỏ.
handbook-236	原判決中有罪部分を破棄する。	The guilty part of the original judgment is set aside.	原判决的有罪部分被搁置。	Phần có tội của bản án ban đầu được gạt sang một bên.
handbook-237	被告人は無罪。	The accused is not guilty.	被告无罪。	Bị cáo không có tội.
handbook-238	被告人らに対する各原判決を破棄する。	The original judgments against the defendants are set aside.	对被告的原始判决被撤销。	Các phán quyết ban đầu chống lại các bị cáo được gạt sang một bên.
handbook-239	被告人Aを懲役1年に、被告人Bを懲役6月にそれぞれ処する。	Defendant A shall be sentenced to one year in prison and Accused B shall be sentenced to six months in prison.	被告 A 应被判处 1 年有期徒刑，被告 B 应被判处 6 个月有期徒刑。	Bị cáo A sẽ bị kết án một năm tù và bị cáo B sẽ bị kết án sáu tháng tù.
handbook-241	被告人○○を懲役3年に処する。	The defendant shall be sentenced to three years in prison.	被告应被判处 3 年有期徒刑。	Bị cáo sẽ bị kết án ba năm tù.
handbook-246	当審における未決勾留日数中○○日を原判決の刑に算入する。	XX days of pretrial detention in this trial will be included in the sentence of the original judgment.	本审的 XX 天审前羁押将计入原判的刑期。	XX ngày tạm giam trước khi xét xử trong phiên tòa này sẽ được tính vào bản án của bản án ban đầu.
handbook-247	原審における未決勾留日数中○○日をその刑に算入する。	XX days of pretrial detention at the original trial shall be included in the sentence.	原审审前 XX 日的刑期应计入刑期。	XX ngày tạm giam trước khi xét xử tại phiên tòa ban đầu sẽ được tính vào bản án.
handbook-248	当審における訴訟費用中通訳人○○○○に支給した分を除き、その余の分は被告人の負担とする。	Except for the amount paid to the interpreter XXXXX of the legal expenses in this trial, the remainder shall be borne by the accused.	除支付给口译员 XXXXX 的本审法律费用外，其余部分应由被告承担。	Trừ số tiền trả cho người phiên dịch XXXXX các chi phí pháp lý trong phiên tòa này, phần còn lại do bị can chịu.
handbook-249	原審における訴訟費用中証人○○○○に支給した分は、被告人の負担とする。	The amount paid to the witness XX during the legal expenses in the original trial shall be borne by the accused.	在原审法律费用期间支付给证人 XX 的金额，应由被告承担。	Số tiền trả cho người làm chứng XX trong thời gian chi phí tố tụng trong phiên tòa ban đầu do bị can chịu.
handbook-250	被告人は、A名義のキャッシュカードを構成する人の財産上の事務処理の用に供する電磁的記録を不正に作出して構成されたB名義のキャッシュカードの外観を有する不正電磁的記録カード1枚を使用して、金員を窃取しようと企て、平成○○年6月12日午前11時30分ころ、東京都杉並区西荻窪4丁目2番5号所在のC銀行西荻窪支店において、前後2回にわたり、人の財産上の事務処理を誤らせる目的で、上記カードを同所設置の現金自動預払機に挿入させて同カードの電磁的記録を読み取らせて同機を作動させ、同カードの電磁的記録を人の財産上の事務処理の用に供するとともに、同機からC銀行西荻窪支店長管理に係る現金50万円を引き出して窃取したものである。	The accused attempted to steal money by using a fraudulent electromagnetic record card with the appearance of a cash card in the name of B, which was composed by fraudulently creating an electromagnetic record to be used for paperwork on the property of the person who constituted the cash card in the name of A, and at around 11:30 a.m. on June 12, 2000, at the Nishi-Ogikubo Branch of Bank C, located at 4-2-5 Nishi-Ogikubo, Suginami-ku, Tokyo, on two occasions before and afterFor the purpose of mishandling the paperwork on a person's property, the above card was inserted into an automatic teller machine installed at the same office to read the electromagnetic record of the card and the machine was activated, and the electromagnetic record of the card was used for paperwork on the person's property, and 500,000 yen in cash related to the management of the manager of the Nishi-Ogikubo branch of Bank C was withdrawn from the machine and stolen.	2000 年 6 月 12 日上午 11 点 30 分左右，在位于东京都杉并区西荻洼 4-2-5 西荻洼 4-2-5 的 C 银行西荻洼分行，企图盗窃金钱，该记录是通过欺诈性地创建电磁记录而组成的，用于以 A 的名义构成现金卡的人的财产上的文书工作为了错误处理某人财产上的文书工作，将上述卡插入安装在同一办公室的自动柜员机中，以读取该卡的电磁记录，该机器被启动，该卡的电磁记录被用于该人财产的文书工作，并从机器中取出与 C 银行西荻洼分行经理管理相关的 500,000 日元现金并被盗。	Bị cáo đã cố gắng ăn cắp tiền bằng cách sử dụng một thẻ hồ sơ điện từ lừa đảo có hình dạng của một thẻ tiền mặt đứng tên B, được tạo ra bằng cách gian lận tạo ra một hồ sơ điện từ để sử dụng cho các thủ tục giấy tờ trên tài sản của người tạo thành thẻ tiền mặt dưới tên A, và vào khoảng 11:30 sáng ngày 12 tháng 6 năm 2000, tại Chi nhánh Nishi-Ogikubo của Ngân hàng C, tọa lạc tại 4-2-5 Nishi-Ogikubo, Suginami-ku, Tokyo, trong hai lần trước và sauVới mục đích xử lý sai các thủ tục giấy tờ về tài sản của một người, thẻ trên đã được lắp vào một máy rút tiền tự động được lắp đặt tại cùng một văn phòng để đọc hồ sơ điện từ của thẻ và máy được kích hoạt, và bản ghi điện từ của thẻ được sử dụng cho các thủ tục giấy tờ về tài sản của người đó, và 500.000 yên tiền mặt liên quan đến việc quản lý của người quản lý chi nhánh Nishi-Ogikubo của Ngân hàng C đã bị rút khỏi máy và bị đánh cắp.
handbook-251	被告人は、法定の除外事由がないのに、平成○○年4月5日午後6時30分ころ、山中市山田町3番6号の被告人方において、覚せい剤であるフェニルメチルアミノプロパン約0.04グラムを含有する水溶液0.25ミリリットルを自己の左腕に注射し、もって、覚せい剤を使用したものである。	The accused injected 0.25 milliliters of an aqueous solution containing about 0.04 grams of phenylmethylaminopropane, a stimulant, into his left arm at around 6:30 p.m. on April 5, 2000, at 3-6 Yamada-cho, Yamanaka City, without any statutory exemptions, and used stimulants.	被告于 2000 年 4 月 5 日下午 6 点 30 分左右在山中市山田町 3 日至 6 号将含有约 0.04 克苯甲基氨基丙烷（一种兴奋剂）的水溶液注射到他的左臂中，没有任何法定豁免，并使用了兴奋剂。	Bị cáo đã tiêm 0,25 ml dung dịch nước có chứa khoảng 0,04 gam phenylmethylaminopropane, một chất kích thích, vào cánh tay trái của mình vào khoảng 6:30 chiều ngày 5 tháng 4 năm 2000, tại 3-6 Yamada-cho, thành phố Yamanaka, mà không có bất kỳ miễn trừ nào theo luật định, và sử dụng các chất kích thích.
handbook-252	被告人は、みだりに、大麻を輸入しようと企て、大麻草70.94グラム (種子を含む)を自己の着用する両足靴下底にそれぞれ隠匿携帯した上、○○○○年5月3日(現地時間)、A国○○国際空港から○○航空017便の航空機に搭乗し、平成○○年5月4日午後零時30分ころ千葉県成田市所在の成田国際空港に到着し、大麻を身につけたまま同航空機から本邦に上陸し、もって、本邦内に大麻を輸入したものである。	The accused inadvertently attempted to import cannabis, and carried 70.94 grams of cannabis (including seeds) concealed in the soles of the socks of both feet he wore, and on May 3, XXXXX (local time), boarded an aircraft of XX Airlines Flight 017 from XX International Airport in Country A, and arrived at Narita International Airport located in Narita City, Chiba Prefecture at around 0:30 p.m. on May 4, 2000. He landed in Japan from the aircraft while wearing cannabis, and thereby imported cannabis into Japan.	被告无意中企图进口大麻，并携带藏在双脚袜底的 70.94 克大麻（包括种子），并于 XXXXX 年 5 月 3 日（当地时间）从 A 国 XX 国际机场登上 XX 航空公司 017 航班的飞机，并于 2000 年 5 月 4 日下午 0 点 30 分左右抵达位于千叶县成田市的成田国际机场。 他穿着大麻从飞机上降落在日本，从而将大麻进口到日本。	Bị cáo đã vô tình cố gắng nhập khẩu cần sa, và mang theo 70,94 gram cần sa (bao gồm cả hạt) được giấu trong lòng bàn tất của cả hai bàn chân mà anh ta mặc, và vào ngày 3 tháng 5, XXXXX (giờ địa phương), lên máy bay của chuyến bay 017 của XX Airlines từ Sân bay Quốc tế XX ở Quốc gia A, và đến Sân bay Quốc tế Narita nằm ở thành phố Narita, tỉnh Chiba vào khoảng 0:30 chiều ngày 4 tháng 5 năm 2000. Anh ta hạ cánh xuống Nhật Bản từ máy bay trong khi đang đeo cần sa, và do đó nhập khẩu cần sa vào Nhật Bản.
handbook-253	被告人は、みだりに、平成○○年6月10日午後6時ころ、東京都千代田区田中町3番1号の被告人方洋服ダンス内に麻薬である塩酸ジアセチルモルヒネの粉末約10グラムを所持したものである。	The accused was in possession of approximately 10 grams of powdered diacetylmorphine hydrochloride, which is a narcotic, at around 6 p.m. on June 10, 2000, in the defendant's wardrobe at 3-1 Tanaka-cho, Chiyoda-ku, Tokyo.	被告于 2000 年 6 月 10 日下午 6 点左右在东京都千代田区田中町 3-1 号被告的衣柜中拥有约 10 克盐酸二乙酰吗啡粉，这是一种麻醉剂。	Bị cáo sở hữu khoảng 10 gam bột diacetylmorphine hydrochloride, một chất gây nghiện, vào khoảng 6 giờ chiều ngày 10 tháng 6 năm 2000, trong tủ quần áo của bị cáo tại 3-1 Tanaka-cho, Chiyoda-ku, Tokyo.
handbook-254	被告人は、売春をする目的で、平成○○年10月8日午後11時20分ころから同日午後11時45分ころまでの間、横浜市港北区新横浜2丁目5番10号喫茶店「かおり」横付近から同区同町2丁目2番4号葵銀行新横浜支店前に至る間の路上をうろつき、あるいは立ち止まるなどし、もって公衆の目にふれるような方法で客待ちをしたものである。	For the purpose of engaging in prostitution, the accused wandered or stopped on the street between the vicinity of the coffee shop "Kaori" at 2-5-10 Shin-Yokohama, Kohoku-ku, Yokohama City and in front of the Aoi Bank Shin-Yokohama Branch, 2-2-4 Tōmachi, Yokohama Ward, between around 11:20 p.m. and 11:45 p.m. on the same day, for the purpose of prostitution, and waited for customers in a manner that would be visible to the public.	被告以卖淫为目的，于当天晚上 11 点 20 分至 11 点 45 分之间，在横滨市兴北区新横滨 2-5-10 咖啡店“Kaori”附近和横滨区东町 2-2-4 葵银行新横滨分行前的街道上徘徊或停留，以卖淫为目的，并以公众可见的方式等待顾客。	Với mục đích tham gia vào mại dâm, bị cáo đã lang thang hoặc dừng lại trên đường phố giữa khu vực lân cận quán cà phê "Kaori" tại 2-5-10 Shin-Yokohama, Kohoku-ku, Thành phố Yokohama và trước Chi nhánh Ngân hàng Aoi Shin-Yokohama, 2-2-4 Tōmachi, Phường Yokohama, từ khoảng 11:20 tối đến 11:45 tối cùng ngày, với mục đích mại dâm và chờ đợi khách hàng theo cách có thể công chúng nhìn thấy.
handbook-255	被告人は、遊興費欲しさとうっ憤晴らしのために、適当な相手を見つけて袋だたきにして所持金等を強取しようと考え、A、Bと共謀の上、平成○○年12月3日午前3時10分ころ、さいたま市大宮区高鼻町14番1号付近の路上において、たまたま通りかかったC(当時20歳)に対し、被告人、A、Bにおいてこもごも、その顔面、頭部、腹部等を多数回にわたってこぶしで殴り、力一杯蹴り付けるなどの暴行を加えた上、Aにおいて、抵抗できなくなったCからその所有する現金3万2000円くらいが入った財布1個を奪い取ったが、その際前記各暴行によって、Cに対し左側急性硬膜下血腫、脳挫傷、外傷性くも膜下血腫の傷害を負わせ、同月13日午後4時12分ころ、さいたま市大宮区盆栽町2丁目3番2号大宮病院において、それらの傷害により同人を死亡させたものである。	The defendant, in order to relieve his desire for entertainment expenses and resentment, thought of finding a suitable partner and extorting the money in his possession by sacking him, and in collusion with A and B, on the street near 14-1 Takanamachi, Omiya-ku, Saitama City, at around 3:10 a.m. on December 3, Heisei XX, C (20 years old at the time), who happened to be passing by, Komomo, in A, B, The defendant, A, B, Komomo In addition to beating him in the abdomen with his fist and kicking him with all his might, A robbed C of a wallet containing about 32,000 yen in cash that belonged to him when he could not resist, and at that time, each of the aforementioned assaults caused C to suffer injuries of acute subdural hematoma on the left side, brain contusion, and traumatic subarachnoid hematoma, and at about 4:12 p.m. on the 13th of the same month, At Omiya Hospital, 2-3-2 Bonsai-cho, Omiya-ku, Saitama City, the same person died due to those injuries.	被告为了缓解对娱乐费的欲望和怨恨，想着找一个合适的伙伴，通过解雇来勒索他所拥有的钱款，并与A、B勾结，在埼玉市大宫区高名町14-1附近的街道上，12月3日凌晨3点10分左右，碰巧路过的小萌的平成XX，C（当时20岁），在A、B、被告、A、B、Komomo 除了用拳头打他的腹部、用尽全力踢他之外，A 还在无能反抗的情况下抢走了 C 的钱包，里面装着约 32,000 日元的现金，当时，上述每一次袭击都导致 C 遭受左侧急性硬膜下血肿、脑挫伤和外伤性蛛网膜下腔血肿的伤害，并于同月 13 日下午 4 点 12 分左右， 在埼玉市大宫区盆景町 2-3-2 的大宫医院，同一人因这些伤害而死亡。	Bị cáo, để giảm bớt ham muốn chi phí giải trí và oán giận, đã nghĩ đến việc tìm một đối tác phù hợp và tống tiền số tiền mà anh ta sở hữu bằng cách sa thải anh ta, và thông đồng với A và B, trên đường phố gần 14-1 Takanamachi, Omiya-ku, thành phố Saitama, vào khoảng 3:10 sáng ngày 3 tháng 12, Heisei XX, C (20 tuổi vào thời điểm đó), người tình cờ đi ngang qua, Komomo, ở A, B, Bị cáo, A, B, Komomo Ngoài việc đánh vào bụng anh ta bằng nắm đấm và đá anh ta bằng tất cả sức lực của mình, A đã cướp một chiếc ví chứa khoảng 32.000 yên tiền mặt thuộc về anh ta khi anh ta không thể chống cự, và vào thời điểm đó, mỗi cuộc tấn công nói trên đều khiến C bị thương do tụ máu dưới màng cứng cấp tính ở bên trái, chấn thương não và tụ máu dưới nhện chấn thương, và vào khoảng 4:12 chiều ngày 13 cùng tháng, Tại Bệnh viện Omiya, 2-3-2 Bonsai-cho, Omiya-ku, thành phố Saitama, cùng một người đã chết do những vết thương đó.
handbook-256	被告人は、平成○○年9月12日午前9時30分ころ、普通乗用自動車を運転し、東京都武蔵野市吉祥寺東町31番地付近道路先の左方に湾曲した道路を荻窪方面から三鷹方面に向かい時速約50キロメートルで進行していた。	At around 9:30 a.m. on September 12, 2000, the defendant was driving a regular passenger car and traveling at a speed of about 50 kilometers per hour from the direction of Ogikubo to Mitaka on a road that curved to the left of the road near 31 Higashi-cho, Kichijoji, Musashino City, Tokyo.	2000 年 9 月 12 日上午 9 点 30 分左右，被告驾驶一辆普通客车，以每小时约 50 公里的速度从扇久保方向行驶到三鹰，行驶在东京武藏野市吉祥寺东町 31 号附近的道路左侧弯曲的道路上。	Vào khoảng 9 giờ 30 sáng ngày 12 tháng 9 năm 2000, bị cáo đang lái một chiếc xe chở khách thông thường và di chuyển với tốc độ khoảng 50 km một giờ từ hướng Ogikubo đến Mitaka trên một con đường uốn cong bên trái đường gần 31 Higashi-cho, Kichijoji, thành phố Musashino, Tokyo.
handbook-257	こういった場合、自動車運転者としては前方を注視し、ハンドル操作を正しく行って進路を適正に保って進行すべき自動車運転上の注意義務がある。	In such a case, the driver of the car has a duty of care to keep his eyes on the road ahead, operate the steering wheel correctly, and keep the course appropriate.	在这种情况下，汽车驾驶员有义务注意前方道路，正确操作方向盘，并保持适当的路线。	Trong trường hợp như vậy, người lái xe có nghĩa vụ cẩn thận để mắt đến con đường phía trước, vận hành vô lăng đúng cách và giữ đường đi phù hợp.
handbook-258	しかしながら、被告人は足元に落とした地図を拾うのに気を奪われたためこの注意義務に違反して、前方注視を欠き、ハンドルから一瞬手を離したまま、時速約50キロメートルで進行するという過失を犯した。	However, the defendant was distracted by picking up the map he had dropped at his feet, and in breach of this duty of care, he failed to pay attention to the road ahead and made the mistake of proceeding at a speed of about 50 kilometers per hour with his hands off the steering wheel for a moment.	然而，被告人因捡起掉在脚下的地图而分心，违反了这项谨慎义务，没有注意前方的道路，犯了一会儿双手离开方向盘以每小时约 50 公里的速度行驶的错误。	Tuy nhiên, bị cáo đã bị phân tâm khi nhặt bản đồ mà anh ta đã đánh rơi dưới chân, và vi phạm nghĩa vụ chăm sóc này, anh ta đã không chú ý đến con đường phía trước và mắc sai lầm khi đi với tốc độ khoảng 50 km/h với hai tay rời khỏi vô lăng trong giây lát.
handbook-259	このため、車は対向車線に進入して、対面進行してきたA運転の大型貨物自動車の右側面に衝突した上、その衝撃で更に前方に進出して、A運転車両の後方から進行してきたB(当時55歳)運転の普通貨物自動車の右前部に衝突した。	As a result, the car entered the oncoming lane and collided with the right side of a large lorry driven by A, which was proceeding face-to-face, and then proceeded further forward due to the impact, and collided with the right front of a regular lorry driven by B (55 years old at the time) who was proceeding from behind the vehicle driven by A.	结果，该车进入对向车道，与 A 驾驶的一辆大型货车的右侧相撞，该货车正在面对面行驶，然后由于撞击而进一步向前行驶，并与 B 驾驶的普通货车的右前部相撞，B （当时 55 岁）驾驶的普通货车从 A 驾驶的车辆后面前进。	Kết quả là, chiếc xe đi vào làn đường đang tới và va chạm với phía bên phải của một chiếc xe tải lớn do A điều khiển, đang đi đối mặt, sau đó tiến xa hơn về phía trước do va chạm, và va chạm với phía trước bên phải của một chiếc xe tải thông thường do B (55 tuổi vào thời điểm đó) điều khiển, người đang đi từ phía sau xe do A điều khiển.
handbook-260	その結果、Bに加療約200日間を要する右股関節脱臼骨折の傷害を負わせたものである。	As a result, B suffered an injury from a dislocated fracture of the right hip joint, which required about 200 days of treatment.	结果，B 因右髋关节脱臼骨折而受伤，需要大约 200 天的治疗。	Kết quả là B bị chấn thương do gãy khớp háng phải bị trật khớp, cần khoảng 200 ngày điều trị.
handbook-261	被告人は、平成○○年9月2日午後1時5分ころ、横浜市港南区日野南3丁目6番17号先路上で、通行中のA(当時62歳)に「おまえ、どこを歩いとるんじゃ。」などと因縁をつけ、こぶしでその顔を2回殴って転倒させ、その上に馬乗りになって更にその顔をこぶしで数回殴った。	At around 1:05 p.m. on September 2, 2000, the defendant hit A (62 years old at the time) who was passing by on the road at 3-6-17 Hinominami, Konan Ward, Yokohama City, and hit him in the face twice with his fist, causing him to fall, and then mounted on top of him and hit him several times in the face with his fist.	2000 年 9 月 2 日下午 1 点 05 分左右，被告在横滨市港南区日之波 3-6-17 的道路上击打路过的 A（当时 62 岁），用拳头打他的脸两次，导致他跌倒，然后骑在他身上，用拳头打他的脸数次。	Vào khoảng 1:05 chiều ngày 2 tháng 9 năm 2000, bị cáo đã đánh A (62 tuổi vào thời điểm đó) đang đi ngang qua trên đường ở số 3-6-17 Hinominami, phường Konan, thành phố Yokohama, và đánh vào mặt anh ta hai lần bằng nắm đấm, khiến anh ta ngã, sau đó leo lên người anh ta và dùng nắm đấm đánh vào mặt anh ta nhiều lần.
handbook-262	この暴行により、Aに約5日間の加療を要する右肘部挫滅傷、顔面挫滅傷の傷害を負わせたものである。	As a result of this assault, A suffered a contusion of the right elbow and a facial contusion that required medical treatment for about 5 days.	由于这次袭击，A 遭受了右肘挫伤和面部挫伤，需要治疗约 5 天。	Kết quả của vụ tấn công này, A bị bầm tím ở khuỷu tay phải và một vết bầm tím trên mặt cần điều trị y tế trong khoảng 5 ngày.
handbook-263	被告人は、不正に入手した平和カード株式会社発行のA名義のクレジットカードを使用してその加盟店から商品をだまし取ろうと企て、平成○○年4月5日午前11時15分ころ、東京都中央区中村町3番先中村ショッピングセンター1階株式会社中村銀座店において、同店店長Bに対し、代金支払の意思及び能力がないのに、自己がクレジットカードの正当な使用権限を有するAであって、クレジットカードシステムによって代金の支払をするもののように装い、前記クレジットカードを提示してスーツ等3点の購入を申し込み、前記Bをしてその旨誤信させ、よって即時同所において、同人からスーツ等3点(価格合計7万3700円相当)の交付を受けてこれをだまし取ったものである。	The defendant attempted to defraud the merchant of products using a credit card in the name of A issued by Heiwa Card Co., Ltd., which he had obtained illegally, and at around 11:15 a.m. on April 5, 2000, at the Nakamura Ginza store on the 1st floor of the Nakamura Shopping Center at 3 Nakamura-cho, Chuo-ku, Tokyo, the store manager B was accused of not having the intention or ability to pay the price. A who has the legitimate authority to use a credit card and pretends to pay the price by the credit card system, presents the credit card and applies for the purchase of three suits, etc., and misleads the said B to that effect, so that he immediately received three suits, etc. (worth a total of 73,700 yen) from the same person at the same place and deceived them.	被告企图使用其非法取得的 Heiwa Card Co.， Ltd. 以 A 名义发行的信用卡骗取商户产品，并于 2000 年 4 月 5 日上午 11 时 15 分左右，在东京都中央区中村町 3 号中村购物中心 1 楼中村银座店，店长 B 被指控无意或无能力支付价款。 拥有使用信用卡的合法权限并假装通过信用卡系统支付价格的 A，出示信用卡并申请购买三套西装等，并为此误导所述 B，使其立即在同一地点从同一人那里收到三套西装等（总价值 73,700 日元）并欺骗他们。	Bị cáo đã cố gắng lừa đảo người bán các sản phẩm bằng cách sử dụng thẻ tín dụng đứng tên A do Heiwa Card Co., Ltd. phát hành, mà anh ta đã có được bất hợp pháp, và vào khoảng 11:15 sáng ngày 5 tháng 4 năm 2000, tại cửa hàng Nakamura Ginza trên tầng 1 của Trung tâm mua sắm Nakamura tại số 3 Nakamura-cho, Chuo-ku, Tokyo, quản lý cửa hàng B bị buộc tội không có ý định hoặc khả năng trả giá. A có thẩm quyền hợp pháp để sử dụng thẻ tín dụng và giả vờ trả giá bằng hệ thống thẻ tín dụng, xuất trình thẻ tín dụng và đăng ký mua ba bộ đồ, v.v., và đánh lừa B nói trên về ý nghĩa đó, đến nỗi anh ta ngay lập tức nhận được ba bộ đồ, v.v. (tổng trị giá 73.700 yên) từ cùng một người tại cùng một nơi và lừa dối họ.
handbook-264	被告人は、A(当時62歳)に雇われ、東京都江東区山中町5丁目2番4号所在の同人方に住み込んでいたものであるが、被告人が通行人に罵声を浴びせたのを前記Aから叱責されて口論のあげく激高し、とっさに、同人を殺害しようと決意し、平成○○年3月8日午後7時ころ、同人方6畳間の押し入れの中から刃体の長さ13センチメートルのくり小刀を持ち出して携え、同所において、左手で前記Aの襟首をつかんで引き寄せながら、右手に持っていた前記くり小刀で同人の左胸部を突き刺し、同人がその場から逃げ出すや、追跡して同人方前路上でこれに追い付き、同所において、更に前記くり小刀で同人の左背部を突き刺し、よって、同人をして心臓刺切に基づく失血により即死させて殺害したものである。	The defendant was employed by A (62 years old at the time) and lived in the same house located at 5-2-4 Yamanaka-cho, Koto-ku, Tokyo, but the accused was reprimanded by the aforementioned A for hurling abuse at passers-by, and after an argument, he became enraged, and immediately decided to kill the same person, and at around 7 p.m. on March 8, Heisei XX. He took out a small knife with a blade length of 13 centimeters from a closet between 6 tatami mats and carried it with him, and at the same place, while grabbing and pulling him by the collar with his left hand, he stabbed the left chest of the same person with the knife he was holding in his right hand, and when the same person fled from the spot, he pursued him and caught up with him on the street in front of the doujin, and at the same place, he further stabbed the left back of the same person with the said small knife, therefore, He killed the same person by killing him instantly due to blood loss caused by a stab in the heart.	被告受雇于 A（当时 62 岁），住在位于东京都江东区山中町 5-2-4 的同一所房子里，但被告因向路人辱骂而受到上述 A 的训斥，经过争吵，他变得愤怒，立即决定杀死同一个人，并于 3 月 8 日晚上 7 点左右，平成 XX。 他从 6 张榻榻米之间的壁橱中取出一把刀刃长 13 厘米的小刀随身携带，在同一地点，他一边用左手抓住拉扯他的衣领，一边用右手拿着的刀刺向同一人的左胸，当同一个人逃离现场时，他在同人前面的街道上追赶并追上他，在同一地点，他又用所述小刀刺伤了同一人的左后背，因此， 由于心脏被刺伤导致失血，他立即杀死了同一个人。	Bị cáo được A (62 tuổi vào thời điểm đó) thuê và sống trong cùng một ngôi nhà nằm ở 5-2-4 Yamanaka-cho, Koto-ku, Tokyo, nhưng bị cáo đã bị A khiển trách vì ném lăng mạ người qua đường, và sau một cuộc tranh cãi, anh ta trở nên tức giận, và ngay lập tức quyết định giết cùng một người, và vào khoảng 7 giờ tối ngày 8 tháng 3, Heisei XX. Anh ta lấy ra một con dao nhỏ có lưỡi dài 13 cm từ một tủ quần áo giữa 6 tấm chiếu tatami và mang theo bên mình, và tại cùng một chỗ, trong khi nắm lấy và kéo cổ áo anh ta bằng tay trái, anh ta đâm vào ngực trái của cùng một người bằng con dao mà anh ta đang cầm trong tay phải, và khi cùng một người bỏ trốn khỏi hiện trường, anh ta đuổi theo anh ta và bắt kịp anh ta trên đường phố trước doujin, và tại cùng một chỗ, anh ta tiếp tục đâm vào lưng trái của cùng một người bằng con dao nhỏ nói trên, do đó, Anh ta đã giết cùng một người bằng cách giết anh ta ngay lập tức do mất máu do một vết đâm vào tim.
