id	source_japanese	llama_english	llama_chinese	llama_vietnamese	
handbook-201	未決勾留日数中、その刑期に満つるまでの分をその刑に算入する。	"The period of detention pending trial shall be deducted from the sentence, up to the term of the sentence."	在未决羁押期间内，他的刑期以inside不满的部分予以折算为他的刑期。	"Trong thời gian bị tạm giam chưa có bản án, phần thời gian tương đương với bản án sẽ được tính vào thời hạn chấp hành bản án."	
handbook-202	未決勾留日数中、その1日を金5000円に換算してその罰金額に満つるまでの分を、その刑に算入する。	"In the number of days of provisional detention, one day is converted to 5,000 yen and the portion that fills the amount of the fine is included in the sentence."	未决羁押日数中，其一日以五千元人民币折算，在其罚款金额范围内的部分，纳入其刑期。	"Trong số ngày tạm giam chưa quyết, một ngày được quy đổi bằng 5.000 yen và phần tương ứng với mức xử phạt sẽ được tính vào刑 đó."	
handbook-203	その罰金を完納することができないときは、金5000円を1日に換算した期間被告人を労役場に留置する。	"When the fine cannot be paid, the defendant shall be detained in a workhouse for a period calculated at the rate of 5,000 yen per day."	如不能缴纳罚款，则按每日五百円折合，被告人被拘留至劳役场。	Khi không thể nộp đủ số tiền phạt thì sẽ tính 5000円 là một ngày và giam giữ bị cáo tại trại lao động với thời gian tương ứng.	
handbook-205	この裁判が確定した日から3年間その刑の執行を猶予する。	The execution of the sentence shall be suspended for three years from the day this judgment becomes final.	从本判决确定之日起，暂缓执行三年。	Tòa sẽ hoãn thi hành bản án trong thời gian 3 năm kể từ ngày bản án có hiệu lực.	
handbook-206	被告人をその猶予の期間中保護観察に付する。	The defendant shall be placed under probationary supervision during the period of suspension of execution of the sentence.	对被告人在其缓刑期间加以社区观察的管理。	Đặt người bị kết án dưới sự giám sát trong thời gian thử thách.	
handbook-208	押収してある短刀1本(平成○○年押第○○号の1)を没収する。	The confiscated dagger (Item 1 of Confiscation No. ○○ of Heisei ○○) shall be forfeited.	没收暂扣的一把短刀（平成○○年押第○○号的1）。	"Tịch thu 1 con dao găm đang bị扣 giữ (số扣 giữ năm平成○○, số thứ tự○○)"	
handbook-209	押収してある約束手形1通(平成○○年押第○○号の1)の偽造部分を没収する。	The fabricated part of one promissory note under seizure (No. 1 of Heisei OO year pressing OO) shall be confiscated.	没收扣押的假约束手形一通（平成○○年 押第○○号的1）中的伪造部分。	Tịch thu phần bị làm giả của 1 giấy cam kết bắt giữ (số 1 của bản ghi số ○○ năm平成 押○○).	
handbook-210	○○地方検察庁で保管中の約束手形1通(平成○○年○地領第○○号の1)を没収する。	The promissory note currently being kept at the ○○ District Public Prosecutors Office (No. 1 of Heisei ○○ year ○ chi ryoku dai ○○) shall be confiscated.	○○地方检察院保管的一份期票（平成○○年○地领第○○号的１）予备被没收。	Tịch thu 01 giấy hẹn trả nợ đang được bảo quản tại Viện kiểm sát địa phương △△ (số 1 của hồ sơ số △△ năm △△ △ địa lãnh △△).	
handbook-211	○○地方検察庁で保管中の現金800万円(平成○○年○地領第○○号の1、当該現金は犯罪被害財産)を没収する。	"The 8,000,000 yen in cash currently being held at the ○○ District Public Prosecutors Office (No. 1 of Heisei ○○ year, ○ land, ○○, the cash in question is property of crime victim) shall be confiscated."	没收保管在○○地方检察院的800万元现金（平成○○年○地领第○○号的１，该现金为犯罪被害财产）。	"Tịch thu 80.000.000 đồng tiền mặt đang được giữ tại Viện Kiểm sát địa phương (Số 1 của hồ sơ đất đai số ○○ năm ○○ tại địa phương ○, số tiền này là tài sản bị hại của tội phạm)"	
handbook-212	被告人から金10万円を追徴する。	"The defendant is ordered to pay 100,000 yen."	被告人必须补偿十万元。	Yêu cầu bị cáo trả lại khoản tiền 100.000 yên.	
handbook-216	押収してある本1冊(平成○○年押第◯◯号の1)を被害者Aの相続人に還付する。	"The book, one volume (No. 1 of Heisei OO-year Press No. OO), which has been seized, shall be returned to the heir of the victim, A."	对已扣押的本1册（平成○○年押第◯◯号的1）返还给受害者A的继承人。	"Trả lại cho người thừa kế của nạn nhân A một cuốn sách được thu giữ (Số 1 của Hirooka Hiroshi năm Heisei ○○, Số thu giữ○○)."	
handbook-217	被告人に対し、仮にその罰金に相当する金額を納付すべきことを命ずる。	The defendant is ordered to pay an amount equivalent to the fine.	被告人应被命令支付相当于罚款金额的款项。	"Đối với bị cáo, yêu cầu phải nộp số tiền tương đương với mức tiền phạt đó."	
handbook-219	訴訟費用は被告人両名の連帯負担とする。	The cost of the litigation shall be borne jointly and severally by both defendants.	诉讼费用由两被告人共同承担。	Chi phí tố tụng sẽ do hai bị cáo cùng chịu trách nhiệm liên đới.	
handbook-220	訴訟費用は、その2分の1ずつを各被告人の負担とする。	The litigation costs shall be borne by each defendant at one-half thereof.	诉讼费用，由两名被告人各承担二分之一。	"Chi phí xét xử sẽ được chia đều cho mỗi bị cáo, mỗi người chịu một nửa."	
handbook-223	その刑の執行を懲役1年に減軽する。	The execution of that penalty shall be reduced to imprisonment for one year.	其刑的执行减轻为一年有期徒刑。	Giảm án тù của họ xuống một năm tù giam.	
handbook-224	被告人を懲役1年に処し、その刑の執行を免除する。	"The defendant is sentenced to imprisonment for 1 year, with the execution of the sentence suspended."	被告人被判处有期徒刑一年，缓期执行。	"Xử phạt bị cáo 1 năm tù, nhưng được miễn hình phạt."	
handbook-225	被告人に対し刑を免除する。	The defendant is granted exemption from punishment.	对被告人免除刑罚。	Miễn hình phạt cho bị cáo.	
handbook-227	本件公訴事実中詐欺の点については、被告人は無罪。	"As for the point of fraud in the indictment of this case, the defendant is not guilty."	本案公诉事实中诈骗的点关于被告人是无罪的。	"Về điểm lừa đảo trong nội dung vụ án này, bị cáo là không có tội."	
handbook-228	被告人を免訴する。	The defendant is acquitted.	被告人被判無罪。	Miễn tội cho bị cáo.	
handbook-229	本件公訴を棄却する。	The plaintiff's claim is dismissed.	本件公诉被驳回。	Bác yêu cầu truy tố về vụ việc này.	
handbook-231	本件控訴を棄却する。	The appeal in this case is dismissed.	本案上诉被驳回。	Bác đơn kháng cáo này.	
handbook-233	本件控訴中被告人○○に関する部分を棄却する。	The appeal concerning the defendant ○○ in this case is dismissed.	本案上诉中关于被告人○○的部分均予驳回。	Bác bỏ phần liên quan đến bị cáo △△ trong vụ án này trong quá trình kháng cáo.	
handbook-236	原判決中有罪部分を破棄する。	The guilty part of the original judgment is quashed.	撤销原判决中的有罪部分。	Bác bỏ phần có tội trong bản án sơ thẩm.	
handbook-237	被告人は無罪。	The defendant is not guilty.	被告无罪。	Bị cáo là không có tội.	
handbook-238	被告人らに対する各原判決を破棄する。	The original judgments against the defendants are quashed.	被告人等对各原判决被撤销。	Bãi bỏ các bản án sơ thẩm đối với các bị cáo.	
handbook-239	被告人Aを懲役1年に、被告人Bを懲役6月にそれぞれ処する。	"The defendant A shall be sentenced to imprisonment for 1 year, and the defendant B shall be sentenced to imprisonment for 6 months."	对被告人A处以有期徒刑一年，对被告人B处以有期徒刑六个月。	"Xử phạt bị cáo A tù 1 năm, bị cáo B tù 6 tháng."	
handbook-241	被告人○○を懲役3年に処する。	The defendant ○○ is sentenced to 3 years of imprisonment.	被告人○○被判处有期徒刑３年。	Bị cáo ○○ bị phạt tù 3 năm.	
handbook-246	当審における未決勾留日数中○○日を原判決の刑に算入する。	"In this trial, ○○ days of pretrial detention are included in the sentence of the original judgment."	本审中未决拘留日数中的○○日予计将被计算在原判决刑中。	"Trong phiên tòa này, số ngày bị giam giữ chưa решено là ○○ ngày sẽ được tính vào bản án tù ban đầu."	
handbook-247	原審における未決勾留日数中○○日をその刑に算入する。	A period of ○○ days of detention before the original trial shall be included in the sentence.	在一审中未决羁留的天数中○○日予以折抵其刑期。	Tính vào thời gian bị giam giữ trước khi xét xử là ●● ngày trong tổng số ngày tù của bản án.	
handbook-248	当審における訴訟費用中通訳人○○○○に支給した分を除き、その余の分は被告人の負担とする。	"In this trial, the court costs, excluding the portion paid to the interpreter ○○○○, shall be borne by the defendant."	在本次审判中，诉讼费用中除通译人员○○○○所获得的部分外，其余部分由被告承担。	"Trong phiên tòa này, trừ phần chi phí tố tụng đã được cấp cho người thông dịch ○○○○, phần còn lại sẽ do bị cáo chịu trách nhiệm."	
handbook-249	原審における訴訟費用中証人○○○○に支給した分は、被告人の負担とする。	The part of the litigation costs in the original trial that was paid to witness ○○○○ shall be borne by the defendant.	一审中诉讼费用中的证人○○○○所支配的部分应由被告承担。	Phần chi phí tố tụng trong phiên tòa sơ thẩm mà đã chi trả cho nhân chứng ○○○○ sẽ do bị cáo chịu trách nhiệm.	
handbook-250	被告人は、A名義のキャッシュカードを構成する人の財産上の事務処理の用に供する電磁的記録を不正に作出して構成されたB名義のキャッシュカードの外観を有する不正電磁的記録カード1枚を使用して、金員を窃取しようと企て、平成○○年6月12日午前11時30分ころ、東京都杉並区西荻窪4丁目2番5号所在のC銀行西荻窪支店において、前後2回にわたり、人の財産上の事務処理を誤らせる目的で、上記カードを同所設置の現金自動預払機に挿入させて同カードの電磁的記録を読み取らせて同機を作動させ、同カードの電磁的記録を人の財産上の事務処理の用に供するとともに、同機からC銀行西荻窪支店長管理に係る現金50万円を引き出して窃取したものである。	"The defendant attempted to steal cash by using a illegally manufactured electromagnetic record card, which has the appearance of a B-named cash card illegally manufactured by using an electromagnetic record for the property processing of a person in the name of A, and on June 12, of the Heisei era, at around 11:30 am, at the C Bank Nishiogikubo branch located at 2-5, Nishiogikubo 4-chome, Suginami-ku, Tokyo, inserted the above-mentioned card into the ATM installed at the same location twice, with the purpose of misleading the property processing of others, and had the electromagnetic record of the same card read, operated the same machine, and used the electromagnetic record of the same card for the property processing of others, and withdrew and stole 500,000 yen in cash managed by the head of the C Bank Nishiogikubo branch."	被告人使用未经合法编制，仅作为财务处理电磁记录使用的以A为名义的现金银行卡所构成的人的财务处理事务上使用电磁记录的不正制造而成具有以B为名义的现金银行卡外观的不正电磁记录卡一张，意图使用该卡窃取资金，于平成○○年六月十二日上午十一时三十分左右，在东京都杉并区西荻窪四丁目二番五号所在地的C银行西荻窪支店内，在约两次前后的期间，意图误导他人的财务处理，利用上述卡片插入该处所设置的自动提款机中，并且读取该卡片的电磁记录使其运作，同时利用该卡片电磁记录供他人财务处理之用，并且从该自动提款机中提取了五万元面值的现金而窃取了归C银行西荻窪支店长所有并受其管理的五十万元现金。	"Bị cáo đã sử dụng một thẻ ghi nợ sai lệch có hình dáng giống như thẻ ghi nợ mang tên B, được cấu thành từ bản ghi điện tử sai lệch được tạo ra để sử dụng cho việc xử lý tài sản của người có tên A, nhằm mục đích trộm cắp tiền, vào ngày 12 tháng 6 năm平成○○, khoảng 11 giờ 30 phút, tại chi nhánh ngân hàng C ở phường Tây Ōtsuka, quận Suginami, Tokyo, trong hai lần liên tiếp, đã chèn thẻ này vào máy rút tiền tự động để đọc bản ghi điện tử của thẻ, hoạt động máy và rút 500.000 yen tiền mặt từ ngân hàng C, quản lý bởi trưởng chi nhánh ngân hàng C ở Tây Ōtsuka."	
handbook-251	被告人は、法定の除外事由がないのに、平成○○年4月5日午後6時30分ころ、山中市山田町3番6号の被告人方において、覚せい剤であるフェニルメチルアミノプロパン約0.04グラムを含有する水溶液0.25ミリリットルを自己の左腕に注射し、もって、覚せい剤を使用したものである。	"The defendant, without any justifiable grounds as prescribed by law, at around 6:30 p.m. on April 5, Heisei ○○, at the defendant's residence, 3-6 Yamada-cho, Yamachou, Yamashi, injected into their left arm an aqueous solution of approximately 0.25 milliliters, which contained about 0.04 grams of phenylmethylaminopropan, a stimulant, and thereby used the stimulant."	被告人，沒有法定除罪理由，在平成○○年4月5日下午6時30分左右，在山中市山田町3番6号的被告人处，自己左腕注射含有約0.04克芬乙酰胺丙烷的水溶液0.25毫升，從而使用了覺醒劑。	"Bị cáo đã không có lý do loại trừ theo pháp luật, vào lúc 18 giờ 30 phút ngày 5 tháng 4 năm平成○○, tại nơi cư trú của bị cáo, thành phố 山中, thị trấn山田, số 3-6, bị cáo đã tự tiêm 0,25 ml dung dịch nước chứa khoảng 0,04 gam Phenylmethylaminopropan là chất kích thích vào cánh tay trái của mình và do đó đã sử dụng chất kích thích."	
handbook-252	被告人は、みだりに、大麻を輸入しようと企て、大麻草70.94グラム (種子を含む)を自己の着用する両足靴下底にそれぞれ隠匿携帯した上、○○○○年5月3日(現地時間)、A国○○国際空港から○○航空017便の航空機に搭乗し、平成○○年5月4日午後零時30分ころ千葉県成田市所在の成田国際空港に到着し、大麻を身につけたまま同航空機から本邦に上陸し、もって、本邦内に大麻を輸入したものである。	"The defendant attempted to import marijuana illegally and carried 70.94 grams of marijuana (including seeds) hidden in the insoles of the shoes they were wearing, then boarded the flight 017 of ○○ Airlines at ○○ International Airport in country A on May 3, (local time), and arrived at Narita International Airport in Chiba Prefecture at around 12:30 am on May 4, and landed in Japan with marijuana on their person, thereby importing marijuana into Japan."	被告人图谋擅自将大麻输入，隐蔽携带大麻草70.94克（包括种子），分别藏于自己穿着的两只鞋子里，于○○○○年5月3日（当地时间），从A国○○国际机场登上○○航空017号航班的飞机，于平成○○年5月4日下午零时30分左右抵达位于千叶县成田市的成田国际机场，大麻仍然带在身上从飞机上下，进入本国境内，从而将大麻输入本国。	"Bị cáo đã cố ý định nhập khẩu cần sa một cách bất hợp pháp, đã giấu và mang theo 70,94 gam cần sa (bao gồm cả hạt) ở dưới đế giày của cả hai chân mà mình đang穿, sau đó vào ngày 3 tháng 5 năm ○○○○ (giờ địa phương), đã搭乘 máy bay số 017 của hãng hàng không ○○ từ sân bay quốc tế ○○ của nước A, và vào khoảng 00:30 ngày 4 tháng 5 năm平成 ○○, đã hạ cánh tại sân bay quốc tế Narita ở thành phố Narita, tỉnh Chiba, và đã nhập cảnh vào Nhật Bản với cần sa vẫn còn trên người, như vậy đã nhập khẩu cần sa vào Nhật Bản."	
handbook-253	被告人は、みだりに、平成○○年6月10日午後6時ころ、東京都千代田区田中町3番1号の被告人方洋服ダンス内に麻薬である塩酸ジアセチルモルヒネの粉末約10グラムを所持したものである。	"The defendant, without legitimate reason, approximately at 6:00 p.m. on June 10, Heisei ○○, possessed about 10 grams of diacetylmorphine hydrochloride powder, a narcotic, inside the defendant's building, Yi Yangfeng Dance, located at 3-1 Tanaka-cho, Chiyoda-ku, Tokyo."	被告人于毫无顾忌地下，平成○○年6月10日下午6时左右，在东京都千代田区田中町3番1号被告人方西服舞厅内持有大约10克盐酸二乙酰吗啡毒品粉末。	"Bị cáo đã vô cớ sở hữu khoảng 10 gram bột diamorphin axit, một chất ma túy, vào khoảng 6 giờ chiều ngày 10 tháng 6 năm Heisei, tại phòng tập dance của bị cáo ở số 3-1, thị trấn Tanaka, quận Chiyoda, Tokyo."	
handbook-254	被告人は、売春をする目的で、平成○○年10月8日午後11時20分ころから同日午後11時45分ころまでの間、横浜市港北区新横浜2丁目5番10号喫茶店「かおり」横付近から同区同町2丁目2番4号葵銀行新横浜支店前に至る間の路上をうろつき、あるいは立ち止まるなどし、もって公衆の目にふれるような方法で客待ちをしたものである。	"The defendant, for the purpose of prostitution, from around 11:20 PM to around 11:45 PM on October 8, Heisei ○○, loitered or stopped on the road from the vicinity of the ""Kaori"" cafe at 5-10 2-chome, Shin-Yokohama, Kohoku-ku, Yokohama to the front of the Shin-Yokohama branch of the Aoi Bank at 2-4 2-chome, Shin-Yokohama, same town, and waited for customers in a way that was visible to the public."	被告人于平成○○年10月8日下午11时20分左右至同日下午11时45分左右之间，在横浜市港北区新横浜2丁目5番10号喫茶店“かおり”旁边至同区同町2丁目2番4号葵银行新横浜支店前的路上徘徊、停留等，以引人注目的方式进行招徕客人。	"Bị cáo đã lang thang hoặc đứng lại, v.v., trên đường từ khu vực gần quán cà phê ""Kaori"" tại 5-10 Chuo, Shin-Yokohama 2-chome, khu Kōhoku, Yokohama, từ khoảng 23 giờ 20 phút đến 23 giờ 45 phút ngày 8 tháng 10 năm Heisei, cho đến trước ngân hàng Shin-Yokohama, chi nhánh của ngân hàng Athur, tại 4-2 Chuo, Shin-Yokohama 2-chome, khu Kōhoku, Yokohama, để chờ đợi khách với phương tiện lộ liễu trước mắt công chúng."	
handbook-255	被告人は、遊興費欲しさとうっ憤晴らしのために、適当な相手を見つけて袋だたきにして所持金等を強取しようと考え、A、Bと共謀の上、平成○○年12月3日午前3時10分ころ、さいたま市大宮区高鼻町14番1号付近の路上において、たまたま通りかかったC(当時20歳)に対し、被告人、A、Bにおいてこもごも、その顔面、頭部、腹部等を多数回にわたってこぶしで殴り、力一杯蹴り付けるなどの暴行を加えた上、Aにおいて、抵抗できなくなったCからその所有する現金3万2000円くらいが入った財布1個を奪い取ったが、その際前記各暴行によって、Cに対し左側急性硬膜下血腫、脳挫傷、外傷性くも膜下血腫の傷害を負わせ、同月13日午後4時12分ころ、さいたま市大宮区盆栽町2丁目3番2号大宮病院において、それらの傷害により同人を死亡させたものである。	"The defendant, out of a desire for entertainment expenses and to vent their frustration, considered finding an appropriate target, beating them, and forcibly taking their money and other valuables, and after conspiring with A and B, on December 3, Heisei ○○, around 3:10 a.m., in the vicinity of 14-1 Takane, Ōmiya-ku, Saitama, on the street, they, the defendant, A, and B, attacked C, who happened to be passing by, then 20 years old, punching and kicking their face, head, and abdomen, and other parts of their body multiple times, and after C became unable to resist, A took a wallet containing approximately 32,000 yen in cash from C, and by the aforementioned violent acts, the defendant inflicted injuries including an acute subdural hematoma on the left side, cerebral contusion, and traumatic subarachnoid hemorrhage on C, and due to these injuries, the defendant caused C's death on December 13 of the same year, around 4:12 p.m., at Ōmiya Hospital, located at 2-3-2 Bonsai, Ōmiya-ku, Saitama."	被告人為了滿足自己的奢侈生活和發泄不滿的情緒，想盡量找到適當的對象進行搶劫，與A、B一起商議後，於平成○○年12月3日凌晨3時10分左右，在埼玉市大宮區高鼻町14番1號附近的街道上，碰巧遇到正好路過的C（當時20歲），被告人、A、B三人對其圍攻，多次用拳頭打擊其面部、頭部、腹部等部位，并且用盡全力踢打，造成了嚴重的暴力行為，隨後A趁C失去反抗能力之機，在C身上搶取了裝有現金約3萬2000日元的錢包一個，導致C遭受左側急性硬膜下血腫、腦挫傷、外傷性硬腦膜下血腫的嚴重傷害，最終於同月13日下午4時12分左右，在埼玉市大宮區盆栽町2丁目3番2號的大宮醫院因這些傷害而死亡。	"Bị cáo đã có ý định tìm một đối tượng thích hợp để đánh đập và cướp tiền vì muốn chi tiêu cho việc giải trí và giải tỏa cơn giận, và đã cùng A, B âm mưu và vào khoảng 3 giờ 10 phút sáng ngày 3 tháng 12 năm平成 ○○, tại khu vực đường phố gần số 14-1, phường 高鼻町, quận 大宮, thành phố さいたま, bị cáo, A, B đã đánh đập và cướp tài sản của C (lúc đó 20 tuổi) khi C vô tình đi qua, bằng cách đấm và đá nhiều lần vào mặt, đầu, bụng của C, và sau đó A đã lấy từ C một ví tiền có khoảng 32.000円, và các hành động này đã gây thương tích cho C gồm hematom dưới màng cứng cấp tính bên trái, thương tích não và xuất huyết dưới màng bồ đào, và đến khoảng 4 giờ 12 phút chiều ngày 13 tháng 12, tại bệnh viện 大宮, phường 盆栽町, quận 大宮, thành phố さいたま, C đã tử vong vì những thương tích đó."	
handbook-256	被告人は、平成○○年9月12日午前9時30分ころ、普通乗用自動車を運転し、東京都武蔵野市吉祥寺東町31番地付近道路先の左方に湾曲した道路を荻窪方面から三鷹方面に向かい時速約50キロメートルで進行していた。	"The defendant was driving an ordinary passenger car at around 9:30 a.m. on September 12, Heisei ○○, and was proceeding at a speed of approximately 50 kilometers per hour from the Ogikubo direction to the Mitaka direction on the curved road to the left, near the road in front of 31 Yoshigami-cho, Musashino City, Tokyo."	被告人于平成○○年9月12日上午9时30分左右，驾驶普通乘用自动车，在东京都武藏野市吉祥寺东町31番地附近的道路左边的弯曲路段，从荻窪方向向三鹰方向以约50公里每小时的速度前进。	"Bị cáo đã vào khoảng 9 giờ 30 phút ngày 12 tháng 9 năm Heisei, lái xe ô tô con thông thường, trên đường ở phía trước đường số 31 thị trấn Yoshida, thành phố Musashino, Tokyo, đang đi từ hướng Ogikubo về hướng Mitaka với tốc độ khoảng 50 km / h."	
handbook-257	こういった場合、自動車運転者としては前方を注視し、ハンドル操作を正しく行って進路を適正に保って進行すべき自動車運転上の注意義務がある。	"In such a case, as an automobile driver, there is a duty of care in automobile driving to watch ahead, operate the steering wheel correctly, and proceed while properly keeping the course."	这样的情况下，作为汽车驾驶员应当注视前方，正确进行方向盘操作，适当地保持行进路线，这是汽车驾驶上的注意义务。	"Trong trường hợp như vậy, người lái xe có nghĩa vụ chú ý đến phía trước, điều khiển tay lái đúng và giữ đúng hướng đi để tiếp tục lái xe một cách an toàn."	
handbook-258	しかしながら、被告人は足元に落とした地図を拾うのに気を奪われたためこの注意義務に違反して、前方注視を欠き、ハンドルから一瞬手を離したまま、時速約50キロメートルで進行するという過失を犯した。	"However, the defendant was distracted by picking up the map that had fallen to his feet, thus violating this duty of care, lacked forward attention, and had his hands off the steering wheel for a moment, proceeding at a speed of approximately 50 kilometers per hour."	然而，被告人因为捡掉在地上的地图而分心，违反了注意义务，缺乏前方注视，方向盘从手中脱离了一瞬间，以大约50公里每小时的速度行进，犯了过失。	"Tuy nhiên, bị cáo đã vi phạm nghĩa vụ này vì bị phân tâm khi nhặt bản đồ rơi xuống đất, thiếu quan sát phía trước, tay rời khỏi tay lái trong chớp mắt, và điều khiển phương tiện với tốc độ khoảng 50 km/h."	
handbook-259	このため、車は対向車線に進入して、対面進行してきたA運転の大型貨物自動車の右側面に衝突した上、その衝撃で更に前方に進出して、A運転車両の後方から進行してきたB(当時55歳)運転の普通貨物自動車の右前部に衝突した。	"For this reason, the car entered the oncoming lane and collided with the right side of a large cargo vehicle driven by A who was coming from the opposite direction, and due to the impact, it further advanced and collided with the right front of an ordinary cargo vehicle driven by B (then 55 years old) who was coming from behind A's vehicle."	因此，汽车开进了对向车道，与正面驶来的A驾驶的重型货物汽车迎面相撞，碰到了其右侧面，并且由于这一冲击，又进一步向前驶去，碰到了A车辆后面跟着驶来的B（当时55岁）驾驶的普通货物汽车的右前部。	"Vì vậy, xe đã tiến vào làn đường đối diện và va chạm với bên phải của xe tải lớn do người lái A điều khiển đang đi ngược chiều, và dưới tác động của va chạm đó, xe đã lurch về phía trước và va chạm với phía trước bên phải của xe hàng hóa thông thường do người lái B (lúc đó 55 tuổi) điều khiển mà đã đi từ phía sau xe của người lái A."	
handbook-260	その結果、Bに加療約200日間を要する右股関節脱臼骨折の傷害を負わせたものである。	"As a result, it inflicted an injury of a right hip joint dislocation fracture on B that required approximately 200 days of treatment."	因此，对B造成了需要大约200天治疗的右髋关节脱位骨折的伤害。	Kết quả là anh ta đã gây ra cho B một chấn thương vỡ xương khớp hông phải phải điều trị khoảng 200 ngày.	
handbook-261	被告人は、平成○○年9月2日午後1時5分ころ、横浜市港南区日野南3丁目6番17号先路上で、通行中のA(当時62歳)に「おまえ、どこを歩いとるんじゃ。」などと因縁をつけ、こぶしでその顔を2回殴って転倒させ、その上に馬乗りになって更にその顔をこぶしで数回殴った。	"The defendant, around 1:05 p.m. on September 2, Heisei ○○, on the street in front of 6-17, Hino-minami 3-chome, Konan-ku, Yokohama-shi, picked a quarrel with A (then 62 years old), who was passing by, saying ""Where are you going?"" or something, and hit A's face twice with his fist, causing A to fall down, and then got on top of A and hit A's face several more times with his fist."	被告人于平成○○年9月2日下午1时5分左右，在横浜市港南区日野南3丁目6番17号前道路上，对当时62岁的A说“你哪里来的”等话挑起纠纷，用拳头打了A的脸两次將其打倒，并骑在其身上接着用拳头打了A的脸数次。	"Bị cáo đã vào ngày 2/9/Heisei ○○ khoảng 1 giờ 5 phút chiều, tại khu phố 6-17, 3-chōme, Hino Minami, quận Kōnan, thành phố Yokohama, đã gây gổ với người đi đường là A (lúc đó 62 tuổi) bằng cách nói ""Ông đang đi đâu thế?"", sau đó dùng nắm tay đấm vào mặt người này 2 lần, làm người này ngã xuống, và tiếp tục cưỡi lên người, dùng nắm tay đấm thêm nhiều lần vào mặt."	
handbook-262	この暴行により、Aに約5日間の加療を要する右肘部挫滅傷、顔面挫滅傷の傷害を負わせたものである。	"As a result of this assault, A suffered injuries, including a contusion and laceration of the right elbow and facial region, which required approximately five days of treatment."	本次暴行造成了A约需5天的右肘部挫伤和脸部挫伤。	Vụ bạo lực này đã gây cho A khoảng 5 ngày điều trị với vết thương ở khuỷu tay phải và mặt bị bầm tím.	
handbook-263	被告人は、不正に入手した平和カード株式会社発行のA名義のクレジットカードを使用してその加盟店から商品をだまし取ろうと企て、平成○○年4月5日午前11時15分ころ、東京都中央区中村町3番先中村ショッピングセンター1階株式会社中村銀座店において、同店店長Bに対し、代金支払の意思及び能力がないのに、自己がクレジットカードの正当な使用権限を有するAであって、クレジットカードシステムによって代金の支払をするもののように装い、前記クレジットカードを提示してスーツ等3点の購入を申し込み、前記Bをしてその旨誤信させ、よって即時同所において、同人からスーツ等3点(価格合計7万3700円相当)の交付を受けてこれをだまし取ったものである。	"The defendant attempted to deceive and obtain goods from a member store by using a credit card in the name of A issued by Heiwa Card Co., Ltd., which was illegally obtained, and on April 5, around 11:15 a.m., at Nakamura Shopping Center on the first floor of Nakamura Ginza Co., Ltd. in Nakamura-cho 3-chome, Chuo-ku, Tokyo, the defendant presented the aforementioned credit card to store manager B, pretending to be A, who has legitimate authority to use the credit card, and to pay for the goods through the credit card system, despite having no intention or ability to pay, and thereby deceived B into believing this, and immediately received and deceitfully obtained three suits, etc. (worth a total of 737,000 yen) from B at the same location."	被告人意图用不正手段获取的平和卡股份有限公司发行的以A名义的信用卡，在其加盟店内购买商品，于平成○○年4月5日上午11点15分左右，在东京都中央区中村町3番先的中村购物中心一楼的中村银座株式会社店内，对店长B表示自己为具有合法使用权的A，并使用信用卡支付代金的意思和能力，但实际上并无此意和能力，向B展示信用卡购买了3件商品（西装等），而B误以为支付了代金，于是当场被盗走价值7万3700日元的3件商品。	"Bị cáo đã sử dụng thẻ tín dụng mang tên A được cấp bởi Công ty Cổ phần Thẻ Hòa Bình, mà bị cáo đã có được một cách trái pháp luật, để mua hàng từ cửa hàng thành viên của công ty và đã giả mạo để lấy hàng, vào khoảng 11 giờ 15 phút ngày 5 tháng 4 năm 平成○○, tại cửa hàng Công ty Cổ phần Trung Sơn, Trung tâm thương mại Trung Sơn, phường Trung Sơn, quận Trung ương, thành phố Tokyo, bị cáo đã đối mặt với người quản lý cửa hàng B, với ý định không trả tiền và không có khả năng trả tiền, nhưng lại giả vờ mình là A, người có quyền sử dụng hợp pháp thẻ tín dụng, và giả mạo rằng sẽ trả tiền qua hệ thống thẻ tín dụng, bị cáo đã xuất trình thẻ tín dụng và đề nghị mua 3 bộ quần áo, khiến người quản lý B nhầm lẫn và ngay lập tức tại đó, bị cáo đã nhận 3 bộ quần áo từ người quản lý B và chiếm đoạt với giá trị tương đương 73.700 yên."	
